config_id,P_ij,B_ij,Dbar_plus_ij,revenue_share_mean,stale_block_rate_mean,n_rounds,n_success,n_status_success,system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,attacker_config_id,attack_strategy,attacker_hash_power,tie_breaking_parameter
106401,0.555,1.7462686567164178,2.0,0.31698484848484854,0.005193715728715729,200,67,111,1065,869,3,20.9,1071557,2325030,1,lead_stubborn,0.3857676334163057,0.2047082508361712
106907,0.61,1.7303370786516854,2.0081967213114753,0.3827424242424242,0.0056735768398268405,200,89,122,1070,869,3,125.0,1071557,2325030,7,lead_stubborn,0.4657787213448116,0.0151426399118454
107299,0.48,1.8636363636363635,2.0104166666666665,0.26168162393162403,0.004772780136530135,200,66,96,1073,914,7,10.2,459582,798328,99,lead_stubborn,0.3227365905845993,0.0746241892293311
107403,0.56,2.123456790123457,2.0089285714285716,0.3744226190476191,0.004944473622782447,200,81,112,1075,914,7,20.9,459582,798328,3,lead_stubborn,0.405342196225377,0.1209354681890304
107569,0.29,1.7297297297297298,2.0,0.11994388944388941,0.0035937313816357917,200,37,58,1076,914,7,29.9,459582,798328,69,lead_stubborn,0.2070972729458678,0.2979198700199214
107630,0.26,1.7027027027027026,2.0,0.10974168886668885,0.003698721903096903,200,37,52,1077,914,7,42.7,459582,798328,30,lead_stubborn,0.2039812783100412,0.857228363045134
108044,0.475,1.8088235294117647,2.0,0.2708181818181819,0.006386161616161611,200,68,95,1081,776,4,5.0,356555,4899302,44,lead_stubborn,0.3297294244236074,0.1851245903607699
108200,0.615,1.6790123456790123,2.0,0.3602539682539684,0.005917642496392495,200,81,123,1082,776,4,7.1,356555,4899302,100,lead_stubborn,0.4158727914731683,0.6511808318464773
109168,0.49,1.7272727272727273,2.020408163265306,0.2502991522366522,0.004815975829725829,200,55,98,1092,170,3,7.1,1079442,4649627,68,lead_stubborn,0.3706046305857265,0.4761663270697934
107969,0.255,1.7297297297297298,2.0,0.11057137021475258,0.0034067911704308775,200,37,51,1080,914,7,125.0,459582,798328,69,lead_stubborn,0.2070972729458678,0.2979198700199214
109461,0.415,1.7169811320754718,2.0,0.1977970085470085,0.004611380286380286,200,53,83,1095,170,3,20.9,1079442,4649627,61,lead_stubborn,0.3070497535774244,0.9179940122389904
108340,0.365,1.9056603773584906,2.0,0.18559181096681093,0.004553631507381507,200,53,73,1084,776,4,14.6,356555,4899302,40,lead_stubborn,0.2501126952506121,0.6454895199876196
109809,0.345,1.872340425531915,2.028985507246377,0.14005336257309944,0.003705494454376031,200,47,69,1099,170,3,87.4,1079442,4649627,9,lead_stubborn,0.2331676534838964,0.9471927912224244
109712,0.59,1.84,2.0,0.3122164502164503,0.0051442261904761895,200,75,118,1098,170,3,61.0,1079442,4649627,12,lead_stubborn,0.3985108847427614,0.9637929216712549
110261,0.38,1.8103448275862069,2.0,0.2117738095238095,0.00554230339105339,200,58,76,1103,199,6,10.2,330337,6019297,61,lead_stubborn,0.3070497535774244,0.9179940122389904
108958,0.455,1.8275862068965518,2.0,0.24222298534798536,0.004869287518037516,200,58,91,1090,776,4,125.0,356555,4899302,58,lead_stubborn,0.3409275648695138,0.932574439505853
110014,0.625,1.9382716049382716,2.0,0.3784563492063493,0.006164001831501826,200,81,125,1101,199,6,5.0,330337,6019297,14,lead_stubborn,0.4312459512484686,0.5424263205795637
110115,0.345,1.8653846153846154,2.0144927536231885,0.18868055555555557,0.005075711233211232,200,52,69,1102,199,6,7.1,330337,6019297,15,lead_stubborn,0.28091147618982,0.9551352008768642
110511,0.555,2.049382716049383,2.0,0.3564166666666666,0.005358849206349204,200,81,111,1106,199,6,29.9,330337,6019297,11,lead_stubborn,0.3777435584279705,0.3053722478730439
110802,0.4,2.0,2.0125,0.19504177766677763,0.004246928210678211,200,52,80,1109,199,6,87.4,330337,6019297,2,lead_stubborn,0.2959114945914544,0.9228509849216918
110942,0.305,1.6818181818181819,2.0,0.15346248196248194,0.004092391032170441,200,44,61,1110,199,6,125.0,330337,6019297,42,lead_stubborn,0.2544637386172081,0.3417299389831262
110336,0.505,1.9491525423728813,2.0,0.27572041847041856,0.004907058399117224,200,59,101,1104,199,6,14.6,330337,6019297,36,lead_stubborn,0.3461077870164497,0.600169191961039
112002,0.335,1.8085106382978724,2.0,0.18871527777777775,0.0054721224323062536,200,47,67,1121,297,4,5.0,510042,7802290,2,lead_stubborn,0.2959114945914544,0.9228509849216918
