config_id,P_ij,B_ij,Dbar_plus_ij,revenue_share_mean,stale_block_rate_mean,n_rounds,n_success,n_status_success,system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,attacker_config_id,attack_strategy,attacker_hash_power,tie_breaking_parameter
104128,0.55,1.8181818181818181,2.0,0.30041504329004326,0.005392523448773446,200,66,110,1042,900,6,7.1,1105037,4657678,28,lead_stubborn,0.4304538627565802,0.2618674911675315
104320,0.325,1.5813953488372092,2.0,0.14307153957153956,0.004028586413586413,200,43,65,1044,900,6,14.6,1105037,4657678,20,lead_stubborn,0.2461140406262255,0.1374999707243197
104560,0.41,1.7,2.0,0.23547188849162531,0.004699691923573502,200,60,82,1046,900,6,29.9,1105037,4657678,60,lead_stubborn,0.2892063661005389,0.2123889347471068
105010,0.695,1.8383838383838385,2.0071942446043165,0.436,0.005422640692640693,200,99,139,1051,423,3,5.0,956458,1985502,10,lead_stubborn,0.4737946714611262,0.5224738795684104
105258,0.46,1.736842105263158,2.0,0.2515398629148629,0.005196370851370852,200,57,92,1053,423,3,10.2,956458,1985502,58,lead_stubborn,0.3409275648695138,0.932574439505853
105328,0.6,1.8529411764705883,2.0,0.3066666666666667,0.0049621626984127,200,68,120,1054,423,3,14.6,956458,1985502,28,lead_stubborn,0.4304538627565802,0.2618674911675315
105689,0.29,1.6578947368421053,2.0172413793103448,0.12118390381548277,0.0035188414107821986,200,38,58,1057,423,3,42.7,956458,1985502,89,lead_stubborn,0.2129379249701362,0.6944582199785999
104739,0.64,1.7816091954022988,2.0,0.3843869047619048,0.0054619101731601775,200,87,128,1048,900,6,61.0,1105037,4657678,39,lead_stubborn,0.4790241755215713,0.6177321915239017
104638,0.46,1.847457627118644,2.0,0.2645809190809191,0.004860001803751804,200,59,92,1047,900,6,42.7,1105037,4657678,38,lead_stubborn,0.3509947337216052,0.8424701912520188
10657,0.325,1.55,2.0,0.13647985347985345,0.003755750005713241,200,40,65,107,104,4,42.7,637257,4082743,57,lead_stubborn,0.2281547978409189,0.2464978385902064
106061,0.42,1.9655172413793103,2.0,0.22494462481962482,0.004985775613275613,200,58,84,1061,869,3,5.0,1071557,2325030,61,lead_stubborn,0.3070497535774244,0.9179940122389904
106394,0.415,1.8653846153846154,2.0,0.1836068376068376,0.0041352350427350405,200,52,83,1064,869,3,14.6,1071557,2325030,94,lead_stubborn,0.2857700497959219,0.1163714164083326
