system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,n_attacker_configs_used,P_bar_i,P_bar_i_ci_low,P_bar_i_ci_high,B_bar_i,V_bar_i
862,120,3,7.1,918714,2820493,1,0.285,,,1.7894736842105263,0.51
864,120,3,14.6,918714,2820493,1,0.235,,,1.7446808510638299,0.41
865,120,3,20.9,918714,2820493,1,0.425,,,1.8470588235294119,0.785
867,120,3,42.7,918714,2820493,1,0.385,,,1.7532467532467533,0.675
873,574,8,10.2,109802,874266,1,0.275,,,1.981818181818182,0.545
881,301,8,5.0,124793,3805108,1,0.29,,,1.8103448275862069,0.525
885,301,8,20.9,124793,3805108,1,0.24,,,1.8125,0.435
886,301,8,29.9,124793,3805108,1,0.23,,,1.7608695652173914,0.405
887,301,8,42.7,124793,3805108,1,0.46,,,1.9782608695652173,0.91
888,301,8,61.0,124793,3805108,1,0.24,,,1.7916666666666667,0.43
889,301,8,87.4,124793,3805108,1,0.175,,,1.6571428571428573,0.29000000000000004
890,301,8,125.0,124793,3805108,1,0.28,,,1.8928571428571428,0.53
891,396,7,5.0,222489,4978659,1,0.23,,,1.6304347826086956,0.375
892,396,7,7.1,222489,4978659,1,0.36,,,1.7638888888888888,0.635
893,396,7,10.2,222489,4978659,1,0.18,,,1.6666666666666667,0.3
900,396,7,125.0,222489,4978659,1,0.34,,,1.8088235294117647,0.615
902,144,5,7.1,736515,7713830,1,0.275,,,1.8181818181818181,0.5
903,144,5,10.2,736515,7713830,1,0.265,,,1.6603773584905661,0.44
904,144,5,14.6,736515,7713830,1,0.285,,,1.719298245614035,0.49
905,144,5,20.9,736515,7713830,1,0.36,,,1.9722222222222223,0.71
907,144,5,42.7,736515,7713830,1,0.165,,,1.5151515151515151,0.25
908,144,5,61.0,736515,7713830,1,0.255,,,1.5490196078431373,0.395
909,144,5,87.4,736515,7713830,1,0.35,,,1.6857142857142857,0.59
912,662,4,7.1,103542,6259861,1,0.31,,,1.9516129032258065,0.605
923,162,6,10.2,653866,7977897,1,0.195,,,1.641025641025641,0.32
924,162,6,14.6,653866,7977897,1,0.235,,,1.5319148936170213,0.36
925,162,6,20.9,653866,7977897,1,0.44,,,2.034090909090909,0.895
928,162,6,61.0,653866,7977897,1,0.455,,,1.8241758241758241,0.83
929,162,6,87.4,653866,7977897,1,0.355,,,1.6901408450704225,0.6
930,162,6,125.0,653866,7977897,1,0.255,,,2.019607843137255,0.515
932,153,8,7.1,541337,1076629,1,0.27,,,1.6666666666666667,0.45
933,153,8,10.2,541337,1076629,1,0.415,,,2.0843373493975905,0.865
934,153,8,14.6,541337,1076629,1,0.17,,,1.9411764705882353,0.33
939,153,8,87.4,541337,1076629,1,0.27,,,1.8333333333333333,0.495
944,440,4,14.6,966243,3484389,1,0.195,,,1.5384615384615385,0.3
945,440,4,20.9,966243,3484389,1,0.2,,,1.75,0.35
949,440,4,87.4,966243,3484389,1,0.37,,,1.6486486486486487,0.61
950,440,4,125.0,966243,3484389,1,0.28,,,1.6964285714285714,0.475
955,155,7,20.9,878853,2674948,1,0.5,,,1.77,0.885
959,155,7,87.4,878853,2674948,1,0.42,,,1.9761904761904763,0.83
972,530,8,7.1,1098735,4618356,1,0.22,,,1.7272727272727273,0.38
979,530,8,87.4,1098735,4618356,1,0.46,,,1.8043478260869565,0.83
980,530,8,125.0,1098735,4618356,1,0.22,,,1.8181818181818181,0.4
981,990,3,5.0,625697,7489363,1,0.295,,,1.8644067796610169,0.55
983,990,3,10.2,625697,7489363,1,0.335,,,1.9701492537313432,0.66
985,990,3,20.9,625697,7489363,1,0.41,,,1.5853658536585367,0.65
989,990,3,87.4,625697,7489363,1,0.21,,,1.5952380952380953,0.335
994,111,7,14.6,901370,2165039,1,0.29,,,1.7241379310344827,0.5
995,111,7,20.9,901370,2165039,1,0.395,,,1.6962025316455696,0.67
1005,720,4,20.9,218275,4426223,1,0.225,,,1.8222222222222222,0.41
1006,720,4,29.9,218275,4426223,1,0.485,,,1.8453608247422681,0.895
1009,720,4,87.4,218275,4426223,1,0.375,,,1.76,0.66
1016,887,5,29.9,554442,3210555,1,0.215,,,1.627906976744186,0.35
1018,887,5,61.0,554442,3210555,1,0.39,,,1.935897435897436,0.755
1020,887,5,125.0,554442,3210555,1,0.33,,,1.8181818181818181,0.6
1021,741,5,5.0,427985,6135317,1,0.3,,,1.7333333333333334,0.52
1024,741,5,14.6,427985,6135317,1,0.465,,,1.946236559139785,0.905
1029,741,5,87.4,427985,6135317,1,0.205,,,1.7560975609756098,0.36
1031,429,4,5.0,543574,3645522,1,0.22,,,1.7272727272727273,0.38
1032,429,4,7.1,543574,3645522,1,0.22,,,1.7045454545454546,0.375
1035,429,4,20.9,543574,3645522,1,0.215,,,1.6511627906976745,0.355
1038,429,4,61.0,543574,3645522,1,0.355,,,1.9154929577464788,0.68
1041,900,6,5.0,1105037,4657678,1,0.32,,,1.859375,0.595
1042,900,6,7.1,1105037,4657678,1,0.33,,,1.8181818181818181,0.6
1044,900,6,14.6,1105037,4657678,1,0.215,,,1.5813953488372092,0.34
1046,900,6,29.9,1105037,4657678,1,0.3,,,1.7,0.51
1047,900,6,42.7,1105037,4657678,1,0.295,,,1.847457627118644,0.545
1048,900,6,61.0,1105037,4657678,1,0.435,,,1.7816091954022988,0.775
1051,423,3,5.0,956458,1985502,1,0.495,,,1.8383838383838385,0.91
1053,423,3,10.2,956458,1985502,1,0.285,,,1.736842105263158,0.495
1054,423,3,14.6,956458,1985502,1,0.34,,,1.8529411764705883,0.63
1057,423,3,42.7,956458,1985502,1,0.19,,,1.6578947368421053,0.315
1061,869,3,5.0,1071557,2325030,1,0.29,,,1.9655172413793103,0.57
1064,869,3,14.6,1071557,2325030,1,0.26,,,1.8653846153846154,0.485
1065,869,3,20.9,1071557,2325030,1,0.335,,,1.7462686567164178,0.585
1070,869,3,125.0,1071557,2325030,1,0.445,,,1.7303370786516854,0.77
1073,914,7,10.2,459582,798328,1,0.33,,,1.8636363636363635,0.615
1075,914,7,20.9,459582,798328,1,0.405,,,2.123456790123457,0.86
1076,914,7,29.9,459582,798328,1,0.185,,,1.7297297297297298,0.32
1077,914,7,42.7,459582,798328,1,0.185,,,1.7027027027027026,0.315
1080,914,7,125.0,459582,798328,1,0.185,,,1.7297297297297298,0.32
1081,776,4,5.0,356555,4899302,1,0.34,,,1.8088235294117647,0.615
1082,776,4,7.1,356555,4899302,1,0.405,,,1.6790123456790123,0.68
1084,776,4,14.6,356555,4899302,1,0.265,,,1.9056603773584906,0.505
1090,776,4,125.0,356555,4899302,1,0.29,,,1.8275862068965518,0.53
1092,170,3,7.1,1079442,4649627,1,0.275,,,1.7272727272727273,0.475
1095,170,3,20.9,1079442,4649627,1,0.265,,,1.7169811320754718,0.455
1098,170,3,61.0,1079442,4649627,1,0.375,,,1.84,0.69
1099,170,3,87.4,1079442,4649627,1,0.235,,,1.872340425531915,0.44
1101,199,6,5.0,330337,6019297,1,0.405,,,1.9382716049382716,0.785
1102,199,6,7.1,330337,6019297,1,0.26,,,1.8653846153846154,0.485
1103,199,6,10.2,330337,6019297,1,0.29,,,1.8103448275862069,0.525
1104,199,6,14.6,330337,6019297,1,0.295,,,1.9491525423728813,0.575
1106,199,6,29.9,330337,6019297,1,0.405,,,2.049382716049383,0.8300000000000002
1109,199,6,87.4,330337,6019297,1,0.26,,,2.0,0.52
1110,199,6,125.0,330337,6019297,1,0.22,,,1.6818181818181819,0.37
1112,569,6,7.1,132204,7633868,1,0.425,,,1.8705882352941177,0.795
1118,569,6,61.0,132204,7633868,1,0.285,,,1.8421052631578947,0.525
1120,569,6,125.0,132204,7633868,1,0.275,,,1.6545454545454545,0.455
1121,297,4,5.0,510042,7802290,1,0.235,,,1.8085106382978724,0.425
1122,297,4,7.1,510042,7802290,1,0.49,,,1.8877551020408163,0.925
1123,297,4,10.2,510042,7802290,1,0.405,,,1.7160493827160495,0.695
1125,297,4,20.9,510042,7802290,1,0.15,,,1.7333333333333334,0.26
1127,297,4,42.7,510042,7802290,1,0.29,,,1.8793103448275863,0.545
1129,297,4,87.4,510042,7802290,1,0.525,,,1.8476190476190477,0.97
1131,236,3,5.0,233308,2755253,1,0.2,,,1.85,0.37
1136,236,3,29.9,233308,2755253,1,0.3,,,1.6166666666666667,0.485
1137,236,3,42.7,233308,2755253,1,0.465,,,1.5913978494623655,0.74
1138,236,3,61.0,233308,2755253,1,0.255,,,1.803921568627451,0.46
1140,236,3,125.0,233308,2755253,1,0.335,,,1.7611940298507462,0.59
1142,693,6,7.1,313310,3455741,1,0.38,,,1.986842105263158,0.755
1143,693,6,10.2,313310,3455741,1,0.32,,,1.875,0.6
1145,693,6,20.9,313310,3455741,1,0.425,,,1.6,0.68
1148,693,6,61.0,313310,3455741,1,0.27,,,1.8518518518518519,0.5
1152,669,2,7.1,923356,530268,1,0.325,,,1.5076923076923077,0.49
1154,669,2,14.6,923356,530268,1,0.35,,,1.7,0.595
1156,669,2,29.9,923356,530268,1,0.245,,,1.510204081632653,0.37
1162,448,3,7.1,111694,7118183,1,0.435,,,1.9540229885057472,0.85
1169,448,3,87.4,111694,7118183,1,0.405,,,1.7654320987654322,0.715
1170,448,3,125.0,111694,7118183,1,0.28,,,1.6071428571428572,0.45
1171,267,3,5.0,727643,6078227,1,0.29,,,1.9827586206896552,0.575
1173,267,3,10.2,727643,6078227,1,0.265,,,1.6415094339622642,0.435
1174,267,3,14.6,727643,6078227,1,0.23,,,1.6304347826086956,0.375
1175,267,3,20.9,727643,6078227,1,0.39,,,1.6666666666666667,0.65
1176,267,3,29.9,727643,6078227,1,0.25,,,1.74,0.435
1177,267,3,42.7,727643,6078227,1,0.415,,,1.8072289156626506,0.75
1179,267,3,87.4,727643,6078227,1,0.38,,,1.644736842105263,0.6249999999999999
1188,928,4,61.0,604298,3884319,1,0.275,,,2.036363636363636,0.5599999999999999
1191,766,7,5.0,798663,7949417,1,0.44,,,1.9204545454545454,0.845
1192,766,7,7.1,798663,7949417,1,0.335,,,1.8208955223880596,0.61
1193,766,7,10.2,798663,7949417,1,0.38,,,1.881578947368421,0.715
1194,766,7,14.6,798663,7949417,1,0.24,,,1.7291666666666667,0.415
1195,766,7,20.9,798663,7949417,1,0.295,,,1.7796610169491525,0.525
1196,766,7,29.9,798663,7949417,1,0.21,,,1.7857142857142858,0.375
1197,766,7,42.7,798663,7949417,1,0.465,,,1.989247311827957,0.925
1199,766,7,87.4,798663,7949417,1,0.265,,,1.849056603773585,0.49
1201,86,2,5.0,300907,2913285,1,0.21,,,1.380952380952381,0.29
1203,86,2,10.2,300907,2913285,1,0.455,,,1.5824175824175823,0.72
1204,86,2,14.6,300907,2913285,1,0.435,,,1.7011494252873562,0.74
1205,86,2,20.9,300907,2913285,1,0.395,,,1.4556962025316456,0.575
1207,86,2,42.7,300907,2913285,1,0.315,,,1.5238095238095237,0.48
1208,86,2,61.0,300907,2913285,1,0.245,,,1.4285714285714286,0.35
1209,86,2,87.4,300907,2913285,1,0.36,,,1.6527777777777777,0.595
1210,86,2,125.0,300907,2913285,1,0.26,,,1.3846153846153846,0.36
1220,338,3,125.0,742603,5594567,1,0.22,,,1.6136363636363635,0.355
1223,956,3,10.2,1118010,1467651,1,0.43,,,1.8255813953488371,0.785
1224,956,3,14.6,1118010,1467651,1,0.235,,,1.6595744680851063,0.39
1226,956,3,29.9,1118010,1467651,1,0.38,,,1.5789473684210527,0.6
1227,956,3,42.7,1118010,1467651,1,0.22,,,1.5227272727272727,0.335
1228,956,3,61.0,1118010,1467651,1,0.3,,,1.7166666666666666,0.515
1237,759,4,42.7,288973,5169495,1,0.21,,,1.6904761904761905,0.355
1241,544,6,5.0,732235,1872344,1,0.365,,,1.8356164383561644,0.67
1243,544,6,10.2,732235,1872344,1,0.335,,,1.9253731343283582,0.645
1246,544,6,29.9,732235,1872344,1,0.18,,,1.8888888888888888,0.34
1247,544,6,42.7,732235,1872344,1,0.205,,,1.7317073170731707,0.355
1249,544,6,87.4,732235,1872344,1,0.385,,,1.8311688311688312,0.705
1253,716,4,10.2,1135398,5288526,1,0.38,,,1.894736842105263,0.72
1256,716,4,29.9,1135398,5288526,1,0.22,,,1.8636363636363635,0.41
1257,716,4,42.7,1135398,5288526,1,0.425,,,1.6470588235294117,0.7
1259,716,4,87.4,1135398,5288526,1,0.215,,,1.7674418604651163,0.38
1260,716,4,125.0,1135398,5288526,1,0.415,,,1.7349397590361446,0.72
1261,671,6,5.0,267508,2498978,1,0.365,,,1.8767123287671232,0.685
1264,671,6,14.6,267508,2498978,1,0.46,,,1.7934782608695652,0.825
1271,434,6,5.0,709298,6394202,1,0.175,,,1.6285714285714286,0.285
1273,434,6,10.2,709298,6394202,1,0.275,,,1.7636363636363637,0.485
1275,434,6,20.9,709298,6394202,1,0.18,,,2.0277777777777777,0.365
1282,32,6,7.1,586809,1200154,1,0.375,,,1.7333333333333334,0.65
1283,32,6,10.2,586809,1200154,1,0.315,,,1.7301587301587302,0.545
1286,32,6,29.9,586809,1200154,1,0.285,,,1.631578947368421,0.465
1289,32,6,87.4,586809,1200154,1,0.46,,,1.8695652173913044,0.86
1290,32,6,125.0,586809,1200154,1,0.41,,,1.8902439024390243,0.775
1292,73,8,7.1,1137670,5324555,1,0.385,,,1.7532467532467533,0.675
1294,73,8,14.6,1137670,5324555,1,0.3,,,1.7666666666666666,0.53
1295,73,8,20.9,1137670,5324555,1,0.445,,,1.7191011235955056,0.765
1296,73,8,29.9,1137670,5324555,1,0.2,,,1.8,0.36
1299,73,8,87.4,1137670,5324555,1,0.235,,,1.7446808510638299,0.41
1300,73,8,125.0,1137670,5324555,1,0.475,,,1.8842105263157896,0.895
1306,979,6,29.9,304275,4165351,1,0.28,,,1.6785714285714286,0.47
1307,979,6,42.7,304275,4165351,1,0.335,,,1.835820895522388,0.615
1308,979,6,61.0,304275,4165351,1,0.32,,,2.0625,0.66
1309,979,6,87.4,304275,4165351,1,0.22,,,1.9090909090909092,0.42
1311,935,6,5.0,987351,6964607,1,0.295,,,1.8305084745762712,0.54
1313,935,6,10.2,987351,6964607,1,0.41,,,1.829268292682927,0.75
1321,206,4,5.0,1093404,5572130,1,0.305,,,1.8360655737704918,0.56
1322,206,4,7.1,1093404,5572130,1,0.355,,,1.7887323943661972,0.635
1323,206,4,10.2,1093404,5572130,1,0.375,,,1.8933333333333333,0.71
1324,206,4,14.6,1093404,5572130,1,0.245,,,1.7142857142857142,0.42
1327,206,4,42.7,1093404,5572130,1,0.255,,,1.7254901960784315,0.44
1328,206,4,61.0,1093404,5572130,1,0.315,,,1.8253968253968254,0.575
1329,206,4,87.4,1093404,5572130,1,0.225,,,1.7777777777777777,0.4
1333,851,6,10.2,1020414,460080,1,0.185,,,1.7297297297297298,0.32
1335,851,6,20.9,1020414,460080,1,0.37,,,1.7027027027027026,0.63
1339,851,6,87.4,1020414,460080,1,0.415,,,1.6385542168674698,0.68
1340,851,6,125.0,1020414,460080,1,0.275,,,1.8,0.495
1341,923,7,5.0,804969,6362730,1,0.22,,,1.8181818181818181,0.4
1343,923,7,10.2,804969,6362730,1,0.375,,,2.0,0.75
1344,923,7,14.6,804969,6362730,1,0.255,,,1.8235294117647058,0.465
1347,923,7,42.7,804969,6362730,1,0.265,,,1.7358490566037736,0.46
1350,923,7,125.0,804969,6362730,1,0.48,,,1.8541666666666667,0.89
1352,242,7,7.1,793672,2274167,1,0.395,,,1.8354430379746836,0.725
1356,242,7,29.9,793672,2274167,1,0.27,,,1.7037037037037037,0.46
1358,242,7,61.0,793672,2274167,1,0.25,,,1.88,0.47
1361,344,2,5.0,1046106,3685562,1,0.445,,,1.5393258426966292,0.685
1362,344,2,7.1,1046106,3685562,1,0.34,,,1.7205882352941178,0.585
1363,344,2,10.2,1046106,3685562,1,0.28,,,1.3214285714285714,0.37
1364,344,2,14.6,1046106,3685562,1,0.335,,,1.537313432835821,0.515
1366,344,2,29.9,1046106,3685562,1,0.44,,,1.6704545454545454,0.735
1367,344,2,42.7,1046106,3685562,1,0.255,,,1.4901960784313726,0.38
1369,344,2,87.4,1046106,3685562,1,0.27,,,1.5925925925925926,0.43
1370,344,2,125.0,1046106,3685562,1,0.385,,,1.7272727272727273,0.665
1371,158,5,5.0,214456,4769636,1,0.3,,,1.85,0.555
1373,158,5,10.2,214456,4769636,1,0.315,,,1.6031746031746033,0.505
1375,158,5,20.9,214456,4769636,1,0.365,,,1.917808219178082,0.7
1376,158,5,29.9,214456,4769636,1,0.365,,,1.821917808219178,0.665
1378,158,5,61.0,214456,4769636,1,0.335,,,1.9701492537313432,0.66
1379,158,5,87.4,214456,4769636,1,0.245,,,1.9183673469387754,0.47
1380,158,5,125.0,214456,4769636,1,0.355,,,1.9014084507042253,0.675
1387,472,7,42.7,294506,3439131,1,0.275,,,1.8545454545454545,0.51
1388,472,7,61.0,294506,3439131,1,0.4,,,1.9875,0.795
1399,503,5,87.4,1051958,7084682,1,0.315,,,1.8412698412698412,0.58
1404,821,5,14.6,1112297,3280514,1,0.415,,,1.9397590361445782,0.805
1408,821,5,61.0,1112297,3280514,1,0.5,,,1.72,0.86
1411,110,4,5.0,192223,6823941,1,0.425,,,1.7647058823529411,0.75
1415,110,4,20.9,192223,6823941,1,0.38,,,1.855263157894737,0.705
1418,110,4,61.0,192223,6823941,1,0.405,,,1.691358024691358,0.685
1419,110,4,87.4,192223,6823941,1,0.31,,,1.8064516129032258,0.56
1423,883,5,10.2,823844,1584847,1,0.385,,,1.7012987012987013,0.655
1424,883,5,14.6,823844,1584847,1,0.285,,,1.7017543859649122,0.485
1426,883,5,29.9,823844,1584847,1,0.295,,,1.847457627118644,0.545
1427,883,5,42.7,823844,1584847,1,0.27,,,1.7592592592592593,0.475
1429,883,5,87.4,823844,1584847,1,0.21,,,1.9047619047619047,0.4
1430,883,5,125.0,823844,1584847,1,0.385,,,1.8311688311688312,0.705
1431,658,3,5.0,949442,1690806,1,0.195,,,1.435897435897436,0.28
1432,658,3,7.1,949442,1690806,1,0.295,,,1.8305084745762712,0.54
1438,658,3,61.0,949442,1690806,1,0.295,,,1.8983050847457628,0.56
1442,723,2,7.1,916560,6727167,1,0.425,,,3.023529411764706,1.285
1443,723,2,10.2,916560,6727167,1,0.6,,,2.308333333333333,1.385
1444,723,2,14.6,916560,6727167,1,0.37,,,1.9324324324324325,0.715
1446,723,2,29.9,916560,6727167,1,0.25,,,1.46,0.365
1447,723,2,42.7,916560,6727167,1,0.375,,,1.52,0.57
1450,723,2,125.0,916560,6727167,1,0.47,,,1.446808510638298,0.68
1452,315,7,7.1,1015407,4833322,1,0.31,,,1.6451612903225807,0.51
1453,315,7,10.2,1015407,4833322,1,0.255,,,1.9215686274509804,0.49
1454,315,7,14.6,1015407,4833322,1,0.39,,,1.7307692307692308,0.675
1456,315,7,29.9,1015407,4833322,1,0.395,,,1.8734177215189873,0.74
1459,315,7,87.4,1015407,4833322,1,0.495,,,1.9191919191919191,0.95
1461,829,7,5.0,391716,4154663,1,0.395,,,1.8481012658227849,0.73
1462,829,7,7.1,391716,4154663,1,0.365,,,2.0821917808219177,0.76
1463,829,7,10.2,391716,4154663,1,0.37,,,1.8243243243243243,0.675
1468,829,7,61.0,391716,4154663,1,0.24,,,1.6041666666666667,0.385
1471,846,5,5.0,502650,6597787,1,0.54,,,1.8148148148148149,0.98
1475,846,5,20.9,502650,6597787,1,0.245,,,1.6326530612244898,0.4
1492,408,6,7.1,744358,2087706,1,0.45,,,1.8666666666666667,0.84
1495,408,6,20.9,744358,2087706,1,0.215,,,1.8604651162790697,0.4
1497,408,6,42.7,744358,2087706,1,0.24,,,1.9583333333333333,0.47
1498,408,6,61.0,744358,2087706,1,0.34,,,1.9558823529411764,0.665
1500,408,6,125.0,744358,2087706,1,0.35,,,1.7285714285714286,0.605
1501,372,4,5.0,839325,3193563,1,0.275,,,1.7454545454545454,0.48
1502,372,4,7.1,839325,3193563,1,0.415,,,1.9036144578313252,0.79
1503,372,4,10.2,839325,3193563,1,0.385,,,1.7662337662337662,0.68
1504,372,4,14.6,839325,3193563,1,0.255,,,1.7450980392156863,0.445
1510,372,4,125.0,839325,3193563,1,0.355,,,1.8732394366197183,0.665
1511,346,7,5.0,100369,480736,1,0.43,,,1.697674418604651,0.73
1515,346,7,20.9,100369,480736,1,0.315,,,1.7142857142857142,0.54
1517,346,7,42.7,100369,480736,1,0.52,,,1.7403846153846154,0.905
1519,346,7,87.4,100369,480736,1,0.3,,,2.033333333333333,0.61
1523,909,5,10.2,351365,3358417,1,0.46,,,1.9782608695652173,0.91
1528,909,5,61.0,351365,3358417,1,0.17,,,1.6470588235294117,0.28
1529,909,5,87.4,351365,3358417,1,0.395,,,1.8227848101265822,0.72
1533,518,7,10.2,713907,6816403,1,0.245,,,1.6938775510204083,0.415
1534,518,7,14.6,713907,6816403,1,0.275,,,1.8181818181818181,0.5
1538,518,7,61.0,713907,6816403,1,0.22,,,1.8863636363636365,0.415
1540,518,7,125.0,713907,6816403,1,0.515,,,1.796116504854369,0.925
1545,611,3,20.9,406565,4495167,1,0.38,,,1.881578947368421,0.715
1552,985,8,7.1,870460,3389597,1,0.255,,,1.8235294117647058,0.465
1555,985,8,20.9,870460,3389597,1,0.38,,,1.9605263157894737,0.745
1561,462,8,5.0,1130029,2254688,1,0.31,,,1.7580645161290323,0.545
1566,462,8,29.9,1130029,2254688,1,0.345,,,1.8405797101449275,0.635
1568,462,8,61.0,1130029,2254688,1,0.25,,,1.78,0.445
1571,920,3,5.0,571111,1262197,1,0.33,,,1.7575757575757576,0.58
1572,920,3,7.1,571111,1262197,1,0.275,,,1.9272727272727272,0.53
1575,920,3,20.9,571111,1262197,1,0.205,,,1.6829268292682926,0.345
1578,920,3,61.0,571111,1262197,1,0.415,,,1.963855421686747,0.815
1580,920,3,125.0,571111,1262197,1,0.41,,,1.8902439024390243,0.775
1581,875,3,5.0,284969,1642034,1,0.34,,,1.7941176470588236,0.61
1582,875,3,7.1,284969,1642034,1,0.495,,,1.9090909090909092,0.945
1585,875,3,20.9,284969,1642034,1,0.335,,,1.671641791044776,0.56
1586,875,3,29.9,284969,1642034,1,0.25,,,1.8,0.45
1587,875,3,42.7,284969,1642034,1,0.33,,,1.5909090909090908,0.525
1588,875,3,61.0,284969,1642034,1,0.48,,,1.65625,0.795
1589,875,3,87.4,284969,1642034,1,0.22,,,1.6136363636363635,0.355
1590,875,3,125.0,284969,1642034,1,0.255,,,1.8627450980392157,0.475
1594,624,3,14.6,680674,7660642,1,0.465,,,1.7956989247311828,0.835
1595,624,3,20.9,680674,7660642,1,0.395,,,1.6075949367088607,0.6349999999999999
1596,624,3,29.9,680674,7660642,1,0.36,,,1.625,0.585
1597,624,3,42.7,680674,7660642,1,0.275,,,1.6727272727272726,0.46
1603,685,4,10.2,779169,3347481,1,0.44,,,2.0113636363636362,0.885
1604,685,4,14.6,779169,3347481,1,0.19,,,1.5263157894736843,0.29
1607,685,4,42.7,779169,3347481,1,0.23,,,1.6956521739130435,0.39
1608,685,4,61.0,779169,3347481,1,0.455,,,1.7802197802197801,0.81
1609,685,4,87.4,779169,3347481,1,0.495,,,1.7676767676767677,0.875
1612,915,3,7.1,68533,7042491,1,0.36,,,1.8472222222222223,0.665
1614,915,3,14.6,68533,7042491,1,0.33,,,1.7575757575757576,0.58
1616,915,3,29.9,68533,7042491,1,0.28,,,1.6607142857142858,0.465
1617,915,3,42.7,68533,7042491,1,0.35,,,1.5571428571428572,0.545
1619,915,3,87.4,68533,7042491,1,0.35,,,1.8571428571428572,0.65
1620,915,3,125.0,68533,7042491,1,0.41,,,1.7439024390243902,0.715
1621,168,7,5.0,599707,4109857,1,0.39,,,1.9487179487179487,0.76
1623,168,7,10.2,599707,4109857,1,0.205,,,1.6829268292682926,0.345
1624,168,7,14.6,599707,4109857,1,0.35,,,1.8857142857142857,0.66
1627,168,7,42.7,599707,4109857,1,0.28,,,1.9285714285714286,0.54
1628,168,7,61.0,599707,4109857,1,0.35,,,1.8857142857142857,0.66
1631,851,5,5.0,272177,3577978,1,0.23,,,2.0652173913043477,0.475
1632,851,5,7.1,272177,3577978,1,0.385,,,2.064935064935065,0.795
1633,851,5,10.2,272177,3577978,1,0.29,,,2.0689655172413794,0.6000000000000001
1640,851,5,125.0,272177,3577978,1,0.31,,,1.8225806451612903,0.565
1645,764,7,20.9,907441,5095093,1,0.425,,,1.964705882352941,0.835
1648,764,7,61.0,907441,5095093,1,0.38,,,1.9210526315789473,0.73
1655,713,5,20.9,970048,7440745,1,0.27,,,1.7407407407407407,0.47
1657,713,5,42.7,970048,7440745,1,0.3,,,1.9166666666666667,0.575
1662,126,6,7.1,1041769,851521,1,0.19,,,1.894736842105263,0.36
1667,126,6,42.7,1041769,851521,1,0.28,,,1.9821428571428572,0.555
1668,126,6,61.0,1041769,851521,1,0.19,,,1.6842105263157894,0.32
1671,75,4,5.0,667815,6648498,1,0.52,,,1.75,0.91
1673,75,4,10.2,667815,6648498,1,0.375,,,1.6933333333333334,0.635
1674,75,4,14.6,667815,6648498,1,0.33,,,1.878787878787879,0.62
1675,75,4,20.9,667815,6648498,1,0.485,,,1.8453608247422681,0.895
1677,75,4,42.7,667815,6648498,1,0.43,,,1.8953488372093024,0.815
1678,75,4,61.0,667815,6648498,1,0.375,,,1.9466666666666668,0.73
1679,75,4,87.4,667815,6648498,1,0.21,,,1.6428571428571428,0.345
1680,75,4,125.0,667815,6648498,1,0.46,,,1.7826086956521738,0.82
1681,548,5,5.0,473239,390126,1,0.175,,,1.8857142857142857,0.33
1683,548,5,10.2,473239,390126,1,0.255,,,1.9411764705882353,0.495
1687,548,5,42.7,473239,390126,1,0.325,,,1.8461538461538463,0.6
1690,548,5,125.0,473239,390126,1,0.36,,,1.9444444444444444,0.7
1695,310,3,20.9,1066981,2945118,1,0.4,,,1.6375,0.655
1703,780,3,10.2,820024,5229994,1,0.21,,,1.8095238095238095,0.38
1705,780,3,20.9,820024,5229994,1,0.45,,,1.788888888888889,0.805
1707,780,3,42.7,820024,5229994,1,0.29,,,1.6724137931034482,0.485
1709,780,3,87.4,820024,5229994,1,0.285,,,1.7543859649122806,0.5
1712,254,3,7.1,881963,3516523,1,0.325,,,1.7538461538461538,0.57
1714,254,3,14.6,881963,3516523,1,0.4,,,1.7125,0.685
1719,254,3,87.4,881963,3516523,1,0.2,,,1.8,0.36
1721,54,7,5.0,643603,3716644,1,0.47,,,1.7234042553191489,0.81
1723,54,7,10.2,643603,3716644,1,0.43,,,1.7674418604651163,0.76
1727,54,7,42.7,643603,3716644,1,0.475,,,1.9894736842105263,0.945
1728,54,7,61.0,643603,3716644,1,0.31,,,1.903225806451613,0.59
1730,54,7,125.0,643603,3716644,1,0.225,,,1.6444444444444444,0.37
1733,69,3,10.2,78209,5252486,1,0.31,,,1.7096774193548387,0.53
1735,69,3,20.9,78209,5252486,1,0.315,,,1.7777777777777777,0.56
1737,69,3,42.7,78209,5252486,1,0.32,,,1.71875,0.55
1738,69,3,61.0,78209,5252486,1,0.355,,,1.5774647887323943,0.5599999999999999
1743,800,5,10.2,1126653,2224583,1,0.215,,,1.6511627906976745,0.355
1748,800,5,61.0,1126653,2224583,1,0.34,,,1.7058823529411764,0.58
1750,800,5,125.0,1126653,2224583,1,0.4,,,1.925,0.77
1760,970,6,125.0,495295,4276973,1,0.36,,,1.8888888888888888,0.68
1764,231,5,14.6,1004855,6681273,1,0.345,,,1.6521739130434783,0.57
1765,231,5,20.9,1004855,6681273,1,0.195,,,1.564102564102564,0.305
1770,231,5,125.0,1004855,6681273,1,0.285,,,2.0,0.57
1771,147,5,5.0,253111,2951164,1,0.445,,,1.9775280898876404,0.88
1772,147,5,7.1,253111,2951164,1,0.46,,,1.7608695652173914,0.81
