config_id,P_ij,B_ij,revenue_share_mean,stale_block_rate_mean,n_rounds,n_success,system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,attacker_config_id,attack_strategy,attacker_hash_power,tie_breaking_parameter
10111,0.29,1.9827586206896552,0.266757992007992,0.0057299392274392244,200,58,102,104,4,7.1,637257,4082743,11,lead_stubborn,0.3777435584279705,0.3053722478730439
100404,0.225,1.8222222222222222,0.15380133755133754,0.004641533952158951,200,45,1005,720,4,20.9,218275,4426223,4,lead_stubborn,0.2627648343443758,0.7190241322679278
100574,0.485,1.8453608247422681,0.4417828144078144,0.005671799450549448,200,97,1006,720,4,29.9,218275,4426223,74,lead_stubborn,0.4831039344913304,0.9827660363748432
100891,0.375,1.76,0.3328715728715729,0.0051961590696884795,200,75,1009,720,4,87.4,218275,4426223,91,lead_stubborn,0.3969614753991711,0.3291381696463736
101522,0.215,1.627906976744186,0.13581429198820508,0.0041536109649089195,200,43,1016,887,5,29.9,554442,3210555,22,lead_stubborn,0.24260325729568,0.2220357375157741
102061,0.3,1.7333333333333334,0.22944642857142855,0.005815416666666661,200,60,1021,741,5,5.0,427985,6135317,61,lead_stubborn,0.3070497535774244,0.9179940122389904
101737,0.39,1.935897435897436,0.35154549617049613,0.005412818570318571,200,78,1018,887,5,61.0,554442,3210555,37,lead_stubborn,0.469568977189866,0.9743873423433428
101955,0.33,1.8181818181818181,0.27412047674547674,0.0045120777833277835,200,66,1020,887,5,125.0,554442,3210555,55,lead_stubborn,0.3277016708096898,0.5663965080474668
103093,0.22,1.7272727272727273,0.1597936507936508,0.005287720612720611,200,44,1031,429,4,5.0,543574,3645522,93,lead_stubborn,0.2779592827386458,0.3345825728904498
103198,0.22,1.7045454545454546,0.13545976684134578,0.00442147915895594,200,44,1032,429,4,7.1,543574,3645522,98,lead_stubborn,0.21729239263723,0.8840829656528192
102310,0.465,1.946236559139785,0.43088690476190483,0.0056548809523809486,200,93,1024,741,5,14.6,427985,6135317,10,lead_stubborn,0.4737946714611262,0.5224738795684104
10375,0.2,1.625,0.14579254955570742,0.004731105904254883,200,40,104,104,4,14.6,637257,4082743,75,lead_stubborn,0.2525545317138812,0.4401811270174162
103703,0.355,1.9154929577464788,0.3054087301587301,0.005131051587301587,200,71,1038,429,4,61.0,543574,3645522,3,lead_stubborn,0.405342196225377,0.1209354681890304
103433,0.215,1.6511627906976745,0.16605739603533723,0.004554935244494069,200,43,1035,429,4,20.9,543574,3645522,33,lead_stubborn,0.2594311744995365,0.5379384620687854
102822,0.205,1.7560975609756098,0.1504467893217893,0.004297145916175325,200,41,1029,741,5,87.4,427985,6135317,22,lead_stubborn,0.24260325729568,0.2220357375157741
104082,0.32,1.859375,0.2497186147186147,0.004647540792540792,200,64,1041,900,6,5.0,1105037,4657678,82,lead_stubborn,0.3128186843462212,0.0598593952629424
104320,0.215,1.5813953488372092,0.14307153957153956,0.004028586413586413,200,43,1044,900,6,14.6,1105037,4657678,20,lead_stubborn,0.2461140406262255,0.1374999707243197
104128,0.33,1.8181818181818181,0.30041504329004326,0.005392523448773446,200,66,1042,900,6,7.1,1105037,4657678,28,lead_stubborn,0.4304538627565802,0.2618674911675315
104560,0.3,1.7,0.23547188849162531,0.004699691923573502,200,60,1046,900,6,29.9,1105037,4657678,60,lead_stubborn,0.2892063661005389,0.2123889347471068
105010,0.495,1.8383838383838385,0.436,0.005422640692640693,200,99,1051,423,3,5.0,956458,1985502,10,lead_stubborn,0.4737946714611262,0.5224738795684104
105258,0.285,1.736842105263158,0.2515398629148629,0.005196370851370852,200,57,1053,423,3,10.2,956458,1985502,58,lead_stubborn,0.3409275648695138,0.932574439505853
105328,0.34,1.8529411764705883,0.3066666666666667,0.0049621626984127,200,68,1054,423,3,14.6,956458,1985502,28,lead_stubborn,0.4304538627565802,0.2618674911675315
105689,0.19,1.6578947368421053,0.12118390381548277,0.0035188414107821986,200,38,1057,423,3,42.7,956458,1985502,89,lead_stubborn,0.2129379249701362,0.6944582199785999
104638,0.295,1.847457627118644,0.2645809190809191,0.004860001803751804,200,59,1047,900,6,42.7,1105037,4657678,38,lead_stubborn,0.3509947337216052,0.8424701912520188
104739,0.435,1.7816091954022988,0.3843869047619048,0.0054619101731601775,200,87,1048,900,6,61.0,1105037,4657678,39,lead_stubborn,0.4790241755215713,0.6177321915239017
10657,0.2,1.55,0.13647985347985345,0.003755750005713241,200,40,107,104,4,42.7,637257,4082743,57,lead_stubborn,0.2281547978409189,0.2464978385902064
106061,0.29,1.9655172413793103,0.22494462481962482,0.004985775613275613,200,58,1061,869,3,5.0,1071557,2325030,61,lead_stubborn,0.3070497535774244,0.9179940122389904
106394,0.26,1.8653846153846154,0.1836068376068376,0.0041352350427350405,200,52,1064,869,3,14.6,1071557,2325030,94,lead_stubborn,0.2857700497959219,0.1163714164083326
106401,0.335,1.7462686567164178,0.31698484848484854,0.005193715728715729,200,67,1065,869,3,20.9,1071557,2325030,1,lead_stubborn,0.3857676334163057,0.2047082508361712
106907,0.445,1.7303370786516854,0.3827424242424242,0.0056735768398268405,200,89,1070,869,3,125.0,1071557,2325030,7,lead_stubborn,0.4657787213448116,0.0151426399118454
107299,0.33,1.8636363636363635,0.26168162393162403,0.004772780136530135,200,66,1073,914,7,10.2,459582,798328,99,lead_stubborn,0.3227365905845993,0.0746241892293311
107403,0.405,2.123456790123457,0.3744226190476191,0.004944473622782447,200,81,1075,914,7,20.9,459582,798328,3,lead_stubborn,0.405342196225377,0.1209354681890304
107569,0.185,1.7297297297297298,0.11994388944388941,0.0035937313816357917,200,37,1076,914,7,29.9,459582,798328,69,lead_stubborn,0.2070972729458678,0.2979198700199214
107630,0.185,1.7027027027027026,0.10974168886668885,0.003698721903096903,200,37,1077,914,7,42.7,459582,798328,30,lead_stubborn,0.2039812783100412,0.857228363045134
108044,0.34,1.8088235294117647,0.2708181818181819,0.006386161616161611,200,68,1081,776,4,5.0,356555,4899302,44,lead_stubborn,0.3297294244236074,0.1851245903607699
108340,0.265,1.9056603773584906,0.18559181096681093,0.004553631507381507,200,53,1084,776,4,14.6,356555,4899302,40,lead_stubborn,0.2501126952506121,0.6454895199876196
108200,0.405,1.6790123456790123,0.3602539682539684,0.005917642496392495,200,81,1082,776,4,7.1,356555,4899302,100,lead_stubborn,0.4158727914731683,0.6511808318464773
107969,0.185,1.7297297297297298,0.11057137021475258,0.0034067911704308775,200,37,1080,914,7,125.0,459582,798328,69,lead_stubborn,0.2070972729458678,0.2979198700199214
109461,0.265,1.7169811320754718,0.1977970085470085,0.004611380286380286,200,53,1095,170,3,20.9,1079442,4649627,61,lead_stubborn,0.3070497535774244,0.9179940122389904
109168,0.275,1.7272727272727273,0.2502991522366522,0.004815975829725829,200,55,1092,170,3,7.1,1079442,4649627,68,lead_stubborn,0.3706046305857265,0.4761663270697934
109712,0.375,1.84,0.3122164502164503,0.0051442261904761895,200,75,1098,170,3,61.0,1079442,4649627,12,lead_stubborn,0.3985108847427614,0.9637929216712549
109809,0.235,1.872340425531915,0.14005336257309944,0.003705494454376031,200,47,1099,170,3,87.4,1079442,4649627,9,lead_stubborn,0.2331676534838964,0.9471927912224244
108958,0.29,1.8275862068965518,0.24222298534798536,0.004869287518037516,200,58,1090,776,4,125.0,356555,4899302,58,lead_stubborn,0.3409275648695138,0.932574439505853
110014,0.405,1.9382716049382716,0.3784563492063493,0.006164001831501826,200,81,1101,199,6,5.0,330337,6019297,14,lead_stubborn,0.4312459512484686,0.5424263205795637
110115,0.26,1.8653846153846154,0.18868055555555557,0.005075711233211232,200,52,1102,199,6,7.1,330337,6019297,15,lead_stubborn,0.28091147618982,0.9551352008768642
110261,0.29,1.8103448275862069,0.2117738095238095,0.00554230339105339,200,58,1103,199,6,10.2,330337,6019297,61,lead_stubborn,0.3070497535774244,0.9179940122389904
110336,0.295,1.9491525423728813,0.27572041847041856,0.004907058399117224,200,59,1104,199,6,14.6,330337,6019297,36,lead_stubborn,0.3461077870164497,0.600169191961039
110511,0.405,2.049382716049383,0.3564166666666666,0.005358849206349204,200,81,1106,199,6,29.9,330337,6019297,11,lead_stubborn,0.3777435584279705,0.3053722478730439
110942,0.22,1.6818181818181819,0.15346248196248194,0.004092391032170441,200,44,1110,199,6,125.0,330337,6019297,42,lead_stubborn,0.2544637386172081,0.3417299389831262
110802,0.26,2.0,0.19504177766677763,0.004246928210678211,200,52,1109,199,6,87.4,330337,6019297,2,lead_stubborn,0.2959114945914544,0.9228509849216918
112002,0.235,1.8085106382978724,0.18871527777777775,0.0054721224323062536,200,47,1121,297,4,5.0,510042,7802290,2,lead_stubborn,0.2959114945914544,0.9228509849216918
112106,0.49,1.8877551020408163,0.4460833333333334,0.006047896825396819,200,98,1122,297,4,7.1,510042,7802290,6,lead_stubborn,0.4911132375299709,0.252577974178488
111188,0.425,1.8705882352941177,0.35687698412698426,0.006870714285714285,200,85,1112,569,6,7.1,132204,7633868,88,lead_stubborn,0.4229568538429628,0.8766829270547112
111760,0.285,1.8421052631578947,0.1927920274170274,0.004402126623376623,200,57,1118,569,6,61.0,132204,7633868,60,lead_stubborn,0.2892063661005389,0.2123889347471068
111955,0.275,1.6545454545454545,0.22141437728937727,0.004763840048840049,200,55,1120,569,6,125.0,132204,7633868,55,lead_stubborn,0.3277016708096898,0.5663965080474668
112469,0.15,1.7333333333333334,0.09641107503607504,0.0041419283698327794,200,30,1125,297,4,20.9,510042,7802290,69,lead_stubborn,0.2070972729458678,0.2979198700199214
112214,0.405,1.7160493827160495,0.369754329004329,0.0059533928571428515,200,81,1123,297,4,10.2,510042,7802290,14,lead_stubborn,0.4312459512484686,0.5424263205795637
112601,0.29,1.8793103448275863,0.2717123015873016,0.004944464285714285,200,58,1127,297,4,42.7,510042,7802290,1,lead_stubborn,0.3857676334163057,0.2047082508361712
112839,0.525,1.8476190476190477,0.47298489010989014,0.005720192307692306,200,105,1129,297,4,87.4,510042,7802290,39,lead_stubborn,0.4790241755215713,0.6177321915239017
113502,0.3,1.6166666666666667,0.2160515873015873,0.004749900793650792,200,60,1136,236,3,29.9,233308,2755253,2,lead_stubborn,0.2959114945914544,0.9228509849216918
113040,0.2,1.85,0.14540728715728718,0.00514239538239538,200,40,1131,236,3,5.0,233308,2755253,40,lead_stubborn,0.2501126952506121,0.6454895199876196
113637,0.465,1.5913978494623655,0.4009166666666667,0.005704325396825396,200,93,1137,236,3,42.7,233308,2755253,37,lead_stubborn,0.469568977189866,0.9743873423433428
113702,0.255,1.803921568627451,0.1716111111111111,0.004308421370296367,200,51,1138,236,3,61.0,233308,2755253,2,lead_stubborn,0.2959114945914544,0.9228509849216918
113984,0.335,1.7611940298507462,0.31265476190476205,0.005401352813852813,200,67,1140,236,3,125.0,233308,2755253,84,lead_stubborn,0.4277086989642705,0.7484720574557526
114488,0.425,1.6,0.38126562326562335,0.005178411449661449,200,85,1145,693,6,20.9,313310,3455741,88,lead_stubborn,0.4229568538429628,0.8766829270547112
114147,0.38,1.986842105263158,0.31844810744810753,0.0055440842490842475,200,76,1142,693,6,7.1,313310,3455741,47,lead_stubborn,0.4071129309119736,0.103198652756049
114762,0.27,1.8518518518518519,0.24570057720057714,0.00467452380952381,200,54,1148,693,6,61.0,313310,3455741,62,lead_stubborn,0.3350709844137344,0.6247506884808997
114268,0.32,1.875,0.28967063492063494,0.004976726190476188,200,64,1143,693,6,10.2,313310,3455741,68,lead_stubborn,0.3706046305857265,0.4761663270697934
115317,0.35,1.7,0.31945256132756134,0.005767670454545454,200,70,1154,669,2,14.6,923356,530268,17,lead_stubborn,0.4372556438030128,0.9067257327686692
115179,0.325,1.5076923076923077,0.2963650793650794,0.00622339285714285,200,65,1152,669,2,7.1,923356,530268,79,lead_stubborn,0.3642632456563252,0.6890479996878222
115577,0.245,1.510204081632653,0.16890743736939384,0.004008640750934802,200,49,1156,669,2,29.9,923356,530268,77,lead_stubborn,0.2375482709814891,0.0892183280233827
11532,0.405,1.7160493827160495,0.3563333333333334,0.005318515512265511,200,81,116,642,5,29.9,1074544,2702765,32,lead_stubborn,0.4495856593533723,0.6338235473212548
116185,0.435,1.9540229885057472,0.3503333333333334,0.00795446428571428,200,87,1162,448,3,7.1,111694,7118183,85,lead_stubborn,0.4024582743628092,0.7244830604083918
116891,0.405,1.7654320987654322,0.35764880952380956,0.005534507575757575,200,81,1169,448,3,87.4,111694,7118183,91,lead_stubborn,0.3969614753991711,0.3291381696463736
116955,0.28,1.6071428571428572,0.20086901913875593,0.005365170454545452,200,56,1170,448,3,125.0,111694,7118183,55,lead_stubborn,0.3277016708096898,0.5663965080474668
117002,0.29,1.9827586206896552,0.22015674603174604,0.004819487734487732,200,58,1171,267,3,5.0,727643,6078227,2,lead_stubborn,0.2959114945914544,0.9228509849216918
117238,0.265,1.6415094339622642,0.2318809523809524,0.005055438311688312,200,53,1173,267,3,10.2,727643,6078227,38,lead_stubborn,0.3509947337216052,0.8424701912520188
117360,0.23,1.6304347826086956,0.16950216450216446,0.004697362914862915,200,46,1174,267,3,14.6,727643,6078227,60,lead_stubborn,0.2892063661005389,0.2123889347471068
117496,0.39,1.6666666666666667,0.36373214285714284,0.00577109126984127,200,78,1175,267,3,20.9,727643,6078227,96,lead_stubborn,0.4626922801013836,0.4528896718855326
117550,0.25,1.74,0.23257738095238095,0.004919077494143285,200,50,1176,267,3,29.9,727643,6078227,50,lead_stubborn,0.3349244931377773,0.5073741801149648
117663,0.415,1.8072289156626506,0.355754329004329,0.005461271645021638,200,83,1177,267,3,42.7,727643,6078227,63,lead_stubborn,0.4714045721788255,0.7667985672256883
117814,0.38,1.644736842105263,0.35883333333333334,0.0055303571428571415,200,76,1179,267,3,87.4,727643,6078227,14,lead_stubborn,0.4312459512484686,0.5424263205795637
118772,0.275,2.036363636363636,0.2234491064491064,0.00446784652847153,200,55,1188,928,4,61.0,604298,3884319,72,lead_stubborn,0.3156406422303758,0.3774553900605352
119047,0.44,1.9204545454545454,0.4014702380952381,0.005555892857142855,200,88,1191,766,7,5.0,798663,7949417,47,lead_stubborn,0.4071129309119736,0.103198652756049
119178,0.335,1.8208955223880596,0.29997619047619045,0.00528569805194805,200,67,1192,766,7,7.1,798663,7949417,78,lead_stubborn,0.3815618301396259,0.7050527606912402
119232,0.38,1.881578947368421,0.3455373931623932,0.005542023809523808,200,76,1193,766,7,10.2,798663,7949417,32,lead_stubborn,0.4495856593533723,0.6338235473212548
119380,0.24,1.7291666666666667,0.18936165223665224,0.004701098484848484,200,48,1194,766,7,14.6,798663,7949417,80,lead_stubborn,0.2816906079992455,0.4111680330999803
119479,0.295,1.7796610169491525,0.27485714285714286,0.005444873598623595,200,59,1195,766,7,20.9,798663,7949417,79,lead_stubborn,0.3642632456563252,0.6890479996878222
120030,0.21,1.380952380952381,0.12309740259740261,0.005324523809523808,200,42,1201,86,2,5.0,300907,2913285,30,lead_stubborn,0.2039812783100412,0.857228363045134
120256,0.455,1.5824175824175823,0.40056746031746043,0.00677769841269841,200,91,1203,86,2,10.2,300907,2913285,56,lead_stubborn,0.4768512858671266,0.1447302436856452
119513,0.21,1.7857142857142858,0.14107738095238095,0.004670446983571984,200,42,1196,766,7,29.9,798663,7949417,13,lead_stubborn,0.2238256630629619,0.7912632295125752
119696,0.465,1.989247311827957,0.42457237207237214,0.00526569014319014,200,93,1197,766,7,42.7,798663,7949417,96,lead_stubborn,0.4626922801013836,0.4528896718855326
120332,0.435,1.7011494252873562,0.39325595238095223,0.006341984126984125,200,87,1204,86,2,14.6,300907,2913285,32,lead_stubborn,0.4495856593533723,0.6338235473212548
120467,0.395,1.4556962025316456,0.31872023809523803,0.005140402236652235,200,79,1205,86,2,20.9,300907,2913285,67,lead_stubborn,0.3604525200861999,0.8954386061007626
120604,0.315,1.5238095238095237,0.21717038517038517,0.004889247696747696,200,63,1207,86,2,42.7,300907,2913285,4,lead_stubborn,0.2627648343443758,0.7190241322679278
120789,0.245,1.4285714285714286,0.15471650571650572,0.0040304307212395436,200,49,1208,86,2,61.0,300907,2913285,89,lead_stubborn,0.2129379249701362,0.6944582199785999
120815,0.36,1.6527777777777777,0.2603705259609671,0.004509818060562625,200,72,1209,86,2,87.4,300907,2913285,15,lead_stubborn,0.28091147618982,0.9551352008768642
120936,0.26,1.3846153846153846,0.25504819690113806,0.005058795461074873,200,52,1210,86,2,125.0,300907,2913285,36,lead_stubborn,0.3461077870164497,0.600169191961039
121977,0.22,1.6136363636363635,0.1271837003576134,0.004195359037098165,200,44,1220,338,3,125.0,742603,5594567,77,lead_stubborn,0.2375482709814891,0.0892183280233827
119858,0.265,1.849056603773585,0.26118439893439893,0.004673307387057386,200,53,1199,766,7,87.4,798663,7949417,58,lead_stubborn,0.3409275648695138,0.932574439505853
122256,0.43,1.8255813953488371,0.3789583333333333,0.005796686507936504,200,86,1223,956,3,10.2,1118010,1467651,56,lead_stubborn,0.4768512858671266,0.1447302436856452
122351,0.235,1.6595744680851063,0.16772294372294372,0.004381097048376463,200,47,1224,956,3,14.6,1118010,1467651,51,lead_stubborn,0.2182850515748211,0.1730815279492411
122584,0.38,1.5789473684210527,0.3433656204906205,0.005287007575757575,200,76,1226,956,3,29.9,1118010,1467651,84,lead_stubborn,0.4277086989642705,0.7484720574557526
122669,0.22,1.5227272727272727,0.1382032861789054,0.004073114560591341,200,44,1227,956,3,42.7,1118010,1467651,69,lead_stubborn,0.2070972729458678,0.2979198700199214
123673,0.21,1.6904761904761905,0.1550515873015873,0.004401348781937017,200,42,1237,759,4,42.7,288973,5169495,73,lead_stubborn,0.2631399047202775,0.494072025933513
122749,0.3,1.7166666666666666,0.2144024725274725,0.004534897047397048,200,60,1228,956,3,61.0,1118010,1467651,49,lead_stubborn,0.3008118292997498,0.7565167136190543
124095,0.365,1.8356164383561644,0.3197366522366522,0.004977539682539682,200,73,1241,544,6,5.0,732235,1872344,95,lead_stubborn,0.3751229337419657,0.1974510188067169
124238,0.335,1.9253731343283582,0.28755860805860806,0.004684461233211236,200,67,1243,544,6,10.2,732235,1872344,38,lead_stubborn,0.3509947337216052,0.8424701912520188
124521,0.18,1.8888888888888888,0.11407982295482295,0.003929626435655848,200,36,1246,544,6,29.9,732235,1872344,21,lead_stubborn,0.2397567210258474,0.5887702959721403
12451,0.155,1.6451612903225807,0.10910416666666664,0.0037975056193806206,200,31,125,621,7,20.9,424702,2860996,51,lead_stubborn,0.2182850515748211,0.1730815279492411
124669,0.205,1.7317073170731707,0.13621732916206597,0.003498342408236758,200,41,1247,544,6,42.7,732235,1872344,69,lead_stubborn,0.2070972729458678,0.2979198700199214
124868,0.385,1.8311688311688312,0.3497747432306256,0.004875242763772172,200,77,1249,544,6,87.4,732235,1872344,68,lead_stubborn,0.3706046305857265,0.4761663270697934
125299,0.38,1.894736842105263,0.2851920995670996,0.004549085914085916,200,76,1253,716,4,10.2,1135398,5288526,99,lead_stubborn,0.3227365905845993,0.0746241892293311
125617,0.425,1.6470588235294117,0.3905281385281386,0.005179285714285714,200,85,1257,716,4,42.7,1135398,5288526,17,lead_stubborn,0.4372556438030128,0.9067257327686692
125515,0.22,1.8636363636363635,0.15749657287157284,0.004293519119769118,200,44,1256,716,4,29.9,1135398,5288526,15,lead_stubborn,0.28091147618982,0.9551352008768642
125861,0.215,1.7674418604651163,0.17602265300059414,0.0044847907647907635,200,43,1259,716,4,87.4,1135398,5288526,61,lead_stubborn,0.3070497535774244,0.9179940122389904
125963,0.415,1.7349397590361446,0.3985954184704184,0.005643199855699855,200,83,1260,716,4,125.0,1135398,5288526,63,lead_stubborn,0.4714045721788255,0.7667985672256883
12612,0.405,1.7777777777777777,0.3477160755910756,0.0048418475968475955,200,81,127,621,7,42.7,424702,2860996,12,lead_stubborn,0.3985108847427614,0.9637929216712549
126071,0.365,1.8767123287671232,0.28545503464543714,0.00509924339033859,200,73,1261,671,6,5.0,267508,2498978,71,lead_stubborn,0.3239323376009491,0.868936778850477
127057,0.175,1.6285714285714286,0.10354688367188367,0.004726896575646578,200,35,1271,434,6,5.0,709298,6394202,57,lead_stubborn,0.2281547978409189,0.2464978385902064
126363,0.46,1.7934782608695652,0.40830357142857154,0.005726547619047617,200,92,1264,671,6,14.6,267508,2498978,63,lead_stubborn,0.4714045721788255,0.7667985672256883
128134,0.375,1.7333333333333334,0.32474819624819623,0.005312875735375735,200,75,1282,32,6,7.1,586809,1200154,34,lead_stubborn,0.4113840234518945,0.152863497296565
128245,0.315,1.7301587301587302,0.22216453889248006,0.004242616961212163,200,63,1283,32,6,10.2,586809,1200154,45,lead_stubborn,0.2747520561924723,0.7307587255425585
128567,0.285,1.631578947368421,0.26093055555555555,0.004855079365079367,200,57,1286,32,6,29.9,586809,1200154,67,lead_stubborn,0.3604525200861999,0.8954386061007626
127236,0.275,1.7636363636363637,0.2431123598623598,0.004962481268731265,200,55,1273,434,6,10.2,709298,6394202,36,lead_stubborn,0.3461077870164497,0.600169191961039
128825,0.46,1.8695652173913044,0.41265476190476186,0.005048297258297256,200,92,1289,32,6,87.4,586809,1200154,25,lead_stubborn,0.454095890072901,0.6742162468199493
128925,0.41,1.8902439024390243,0.36640476190476184,0.005309583333333331,200,82,1290,32,6,125.0,586809,1200154,25,lead_stubborn,0.454095890072901,0.6742162468199493
127440,0.18,2.0277777777777777,0.1252541486291486,0.004268314602064601,200,36,1275,434,6,20.9,709298,6394202,40,lead_stubborn,0.2501126952506121,0.6454895199876196
