system_config_id,validator_count,node_degree,bandwidth,block_creation_interval,max_block_size,n_attacker_configs_used,P_bar_i,P_bar_i_ci_low,P_bar_i_ci_high,B_bar_i,V_bar_i,Dbar_plus_i,Dbar_plus_i_ci_low,Dbar_plus_i_ci_high,V_reorg_i
2202,785,3,7.1,256971,1560624,1,0.355,,,1.7608695652173914,0.405,2.0,,,0.71
2210,785,3,125.0,256971,1560624,1,0.49,,,1.9464285714285714,0.545,2.010204081632653,,,0.985
2212,310,5,7.1,1088708,5926810,1,0.25,,,1.8,0.27,2.0,,,0.5
2213,310,5,10.2,1088708,5926810,1,0.435,,,2.0,0.55,2.0,,,0.87
2217,310,5,42.7,1088708,5926810,1,0.355,,,2.0638297872340425,0.485,2.0,,,0.71
2218,310,5,61.0,1088708,5926810,1,0.6,,,1.9333333333333333,0.725,2.0,,,1.2
2222,558,7,7.1,500866,527209,1,0.56,,,1.8412698412698412,0.58,2.0,,,1.12
2225,558,7,20.9,500866,527209,1,0.42,,,1.7906976744186047,0.385,2.0,,,0.84
2227,558,7,42.7,500866,527209,1,0.425,,,1.7924528301886793,0.475,2.0,,,0.85
2229,558,7,87.4,500866,527209,1,0.42,,,1.849056603773585,0.49,2.0,,,0.84
2232,294,3,7.1,123066,693586,1,0.715,,,1.7222222222222223,0.775,2.0,,,1.43
2242,62,2,7.1,338325,3825828,1,0.34,,,1.3061224489795917,0.31999999999999995,2.014705882352941,,,0.685
2243,62,2,10.2,338325,3825828,1,0.71,,,1.5974025974025974,0.615,2.0140845070422535,,,1.43
2244,62,2,14.6,338325,3825828,1,0.44,,,1.5666666666666667,0.47,2.0113636363636362,,,0.885
2245,62,2,20.9,338325,3825828,1,0.6,,,1.5753424657534247,0.575,2.0083333333333333,,,1.205
2246,62,2,29.9,338325,3825828,1,0.725,,,1.5280898876404494,0.68,2.0,,,1.45
2248,62,2,61.0,338325,3825828,1,0.485,,,1.4423076923076923,0.375,2.0,,,0.97
2249,62,2,87.4,338325,3825828,1,0.71,,,1.5696202531645569,0.62,2.007042253521127,,,1.4250000000000003
2251,965,5,5.0,89017,1799588,1,0.5,,,1.7627118644067796,0.52,2.0,,,1.0
2252,965,5,7.1,89017,1799588,1,0.615,,,2.0684931506849313,0.755,2.0,,,1.23
2253,965,5,10.2,89017,1799588,1,0.335,,,1.875,0.375,2.0,,,0.67
2254,965,5,14.6,89017,1799588,1,0.655,,,1.9382716049382716,0.785,2.015267175572519,,,1.32
2255,965,5,20.9,89017,1799588,1,0.32,,,1.8108108108108107,0.335,2.0,,,0.64
2256,965,5,29.9,89017,1799588,1,0.4,,,1.9444444444444444,0.525,2.0125,,,0.805
2257,965,5,42.7,89017,1799588,1,0.34,,,1.7959183673469388,0.44,2.0,,,0.68
2259,965,5,87.4,89017,1799588,1,0.69,,,1.8048780487804879,0.74,2.0072463768115942,,,1.385
2260,965,5,125.0,89017,1799588,1,0.4,,,2.0,0.48,2.0,,,0.8
2263,257,3,10.2,309281,1301282,1,0.34,,,1.5952380952380953,0.335,2.0,,,0.68
2268,257,3,61.0,309281,1301282,1,0.36,,,1.7045454545454546,0.375,2.013888888888889,,,0.725
2270,257,3,125.0,309281,1301282,1,0.515,,,1.85,0.555,2.0,,,1.03
2278,793,6,61.0,406364,5204107,1,0.325,,,1.8653846153846154,0.485,2.0,,,0.65
2290,271,4,125.0,433420,2827792,1,0.64,,,1.8974358974358974,0.74,2.0,,,1.28
2291,24,3,5.0,244382,5539304,1,0.61,,,1.8714285714285714,0.655,2.0081967213114753,,,1.225
2292,24,3,7.1,244382,5539304,1,0.535,,,1.803030303030303,0.595,2.0,,,1.07
2294,24,3,14.6,244382,5539304,1,0.77,,,1.8235294117647058,0.93,2.0,,,1.54
2295,24,3,20.9,244382,5539304,1,0.675,,,1.7590361445783131,0.73,2.0074074074074075,,,1.355
2296,24,3,29.9,244382,5539304,1,0.345,,,1.696969696969697,0.28,2.0,,,0.69
2298,24,3,61.0,244382,5539304,1,0.415,,,1.7169811320754718,0.455,2.0120481927710845,,,0.835
2299,24,3,87.4,244382,5539304,1,0.375,,,1.8936170212765957,0.445,2.0,,,0.75
2300,24,3,125.0,244382,5539304,1,0.615,,,1.9154929577464788,0.68,2.0,,,1.23
2301,708,6,5.0,678329,1019555,1,0.515,,,1.8676470588235294,0.635,2.0,,,1.03
2303,708,6,10.2,678329,1019555,1,0.32,,,1.9268292682926829,0.395,2.0,,,0.64
2304,708,6,14.6,678329,1019555,1,0.435,,,1.8644067796610169,0.55,2.0,,,0.87
2306,708,6,29.9,678329,1019555,1,0.28,,,1.8571428571428572,0.325,2.0,,,0.56
2310,708,6,125.0,678329,1019555,1,0.43,,,1.8444444444444446,0.415,2.0,,,0.86
2311,101,4,5.0,721196,7599214,1,0.61,,,1.8472222222222223,0.665,2.0081967213114753,,,1.225
2313,101,4,10.2,721196,7599214,1,0.38,,,1.8571428571428572,0.39,2.026315789473684,,,0.77
2314,101,4,14.6,721196,7599214,1,0.45,,,1.8771929824561404,0.535,2.0,,,0.9
2316,101,4,29.9,721196,7599214,1,0.415,,,1.6938775510204083,0.415,2.0,,,0.83
2320,101,4,125.0,721196,7599214,1,0.325,,,1.6486486486486487,0.305,2.0,,,0.65
2321,116,3,5.0,875891,7017791,1,0.26,,,1.8918918918918919,0.35,2.0,,,0.52
2324,116,3,14.6,875891,7017791,1,0.45,,,1.7454545454545454,0.48,2.0,,,0.9
2327,116,3,42.7,875891,7017791,1,0.53,,,1.9152542372881356,0.565,2.0,,,1.06
2330,116,3,125.0,875891,7017791,1,0.315,,,1.4878048780487805,0.305,2.0,,,0.63
2341,138,8,5.0,1171787,7528049,1,0.565,,,2.0923076923076924,0.68,2.0,,,1.13
2345,138,8,20.9,1171787,7528049,1,0.55,,,1.8387096774193548,0.57,2.0090909090909093,,,1.1050000000000002
2346,138,8,29.9,1171787,7528049,1,0.355,,,1.6666666666666667,0.325,2.0,,,0.71
2347,138,8,42.7,1171787,7528049,1,0.46,,,1.8214285714285714,0.51,2.0,,,0.92
2348,138,8,61.0,1171787,7528049,1,0.48,,,1.9166666666666667,0.46,2.0,,,0.96
2350,138,8,125.0,1171787,7528049,1,0.34,,,1.8,0.45,2.0,,,0.68
2354,812,2,14.6,1165666,4518912,1,0.595,,,1.540983606557377,0.47,2.042016806722689,,,1.2149999999999999
2358,812,2,61.0,1165666,4518912,1,0.375,,,1.489795918367347,0.365,2.04,,,0.765
2359,812,2,87.4,1165666,4518912,1,0.435,,,1.4833333333333334,0.445,2.0114942528735633,,,0.875
2362,861,5,7.1,931901,5044129,1,0.445,,,1.872340425531915,0.44,2.0,,,0.89
2363,861,5,10.2,931901,5044129,1,0.67,,,1.9024390243902438,0.78,2.0,,,1.34
2365,861,5,20.9,931901,5044129,1,0.61,,,1.922077922077922,0.74,2.0,,,1.22
2367,861,5,42.7,931901,5044129,1,0.21,,,1.6875,0.27,2.0,,,0.42
2368,861,5,61.0,931901,5044129,1,0.29,,,1.4705882352941178,0.25,2.0172413793103448,,,0.585
2371,523,3,5.0,87049,6051201,1,0.705,,,1.8604651162790697,0.8,2.028368794326241,,,1.43
2374,523,3,14.6,87049,6051201,1,0.57,,,1.8356164383561644,0.67,2.017543859649123,,,1.15
2376,523,3,29.9,87049,6051201,1,0.28,,,1.7878787878787878,0.295,2.017857142857143,,,0.565
2378,523,3,61.0,87049,6051201,1,0.34,,,1.8095238095238095,0.38,2.0,,,0.68
2381,629,6,5.0,380820,2391488,1,0.27,,,1.5333333333333334,0.23,2.0,,,0.54
2385,629,6,20.9,380820,2391488,1,0.54,,,1.7866666666666666,0.67,2.0185185185185186,,,1.09
2387,629,6,42.7,380820,2391488,1,0.495,,,1.9230769230769231,0.5,2.0,,,0.99
2388,629,6,61.0,380820,2391488,1,0.365,,,1.9787234042553192,0.465,2.0,,,0.73
2390,629,6,125.0,380820,2391488,1,0.445,,,1.9836065573770492,0.605,2.0,,,0.89
2392,96,4,7.1,594459,4227296,1,0.48,,,1.7719298245614035,0.505,2.0104166666666665,,,0.965
2396,96,4,29.9,594459,4227296,1,0.57,,,1.9305555555555556,0.695,2.008771929824561,,,1.1449999999999998
2401,771,5,5.0,276448,724741,1,0.255,,,1.7567567567567568,0.325,2.0,,,0.51
2402,771,5,7.1,276448,724741,1,0.26,,,1.6216216216216217,0.3,2.0,,,0.52
2404,771,5,14.6,276448,724741,1,0.31,,,1.8235294117647058,0.31,2.0,,,0.62
2407,771,5,42.7,276448,724741,1,0.41,,,1.951219512195122,0.4,2.0121951219512195,,,0.825
2412,605,5,7.1,400588,1176586,1,0.615,,,1.8414634146341464,0.755,2.0,,,1.23
2415,605,5,20.9,400588,1176586,1,0.57,,,2.048780487804878,0.84,2.0,,,1.14
2419,605,5,87.4,400588,1176586,1,0.32,,,1.75,0.35,2.0,,,0.64
2421,387,4,5.0,863832,2127595,1,0.56,,,1.7118644067796611,0.505,2.0,,,1.12
2424,387,4,14.6,863832,2127595,1,0.34,,,1.6904761904761905,0.355,2.0,,,0.68
2425,387,4,20.9,863832,2127595,1,0.57,,,1.9863013698630136,0.725,2.0,,,1.14
2426,387,4,29.9,863832,2127595,1,0.71,,,1.9891304347826086,0.915,2.0,,,1.42
2427,387,4,42.7,863832,2127595,1,0.435,,,1.9230769230769231,0.5,2.0,,,0.87
2428,387,4,61.0,863832,2127595,1,0.38,,,2.1,0.42,2.0,,,0.76
2432,485,6,7.1,850807,295537,1,0.355,,,1.6585365853658536,0.34,2.0,,,0.71
2433,485,6,10.2,850807,295537,1,0.35,,,1.7916666666666667,0.43,2.0,,,0.7
2434,485,6,14.6,850807,295537,1,0.335,,,1.9787234042553192,0.465,2.0,,,0.67
2435,485,6,20.9,850807,295537,1,0.375,,,1.7291666666666667,0.415,2.0,,,0.75
2436,485,6,29.9,850807,295537,1,0.395,,,1.7962962962962963,0.485,2.0,,,0.79
2438,485,6,61.0,850807,295537,1,0.665,,,1.8571428571428572,0.715,2.007518796992481,,,1.335
2439,485,6,87.4,850807,295537,1,0.59,,,2.0253164556962027,0.8,2.0,,,1.18
2440,485,6,125.0,850807,295537,1,0.465,,,1.9090909090909092,0.525,2.010752688172043,,,0.935
2447,414,4,42.7,771964,7743600,1,0.345,,,1.7333333333333334,0.39,2.0,,,0.69
2450,414,4,125.0,771964,7743600,1,0.32,,,1.8636363636363635,0.41,2.0,,,0.64
2452,288,8,7.1,455990,4214430,1,0.325,,,1.736842105263158,0.33,2.0,,,0.65
2454,288,8,14.6,455990,4214430,1,0.465,,,1.9649122807017543,0.56,2.0,,,0.93
2464,281,4,14.6,164553,7278692,1,0.43,,,1.7826086956521738,0.41,2.0,,,0.86
2466,281,4,29.9,164553,7278692,1,0.585,,,1.8181818181818181,0.6,2.0,,,1.17
2468,281,4,61.0,164553,7278692,1,0.66,,,1.9642857142857142,0.825,2.007575757575758,,,1.325
2472,445,4,7.1,95834,3926454,1,0.36,,,1.763157894736842,0.335,2.0,,,0.72
2476,445,4,29.9,95834,3926454,1,0.47,,,1.8852459016393444,0.575,2.0,,,0.94
2477,445,4,42.7,95834,3926454,1,0.4,,,1.9,0.475,2.0,,,0.8
2481,306,6,5.0,848302,7005107,1,0.425,,,1.7674418604651163,0.38,2.011764705882353,,,0.855
2484,306,6,14.6,848302,7005107,1,0.555,,,1.7833333333333334,0.535,2.009009009009009,,,1.115
2485,306,6,20.9,848302,7005107,1,0.44,,,1.3888888888888888,0.375,2.0,,,0.88
2486,306,6,29.9,848302,7005107,1,0.53,,,1.6521739130434783,0.38,2.0,,,1.06
2487,306,6,42.7,848302,7005107,1,0.5,,,1.9516129032258065,0.605,2.0,,,1.0
2492,649,5,7.1,548096,267648,1,0.285,,,1.7741935483870968,0.275,2.0,,,0.57
2494,649,5,14.6,548096,267648,1,0.42,,,1.7857142857142858,0.5,2.0,,,0.84
2500,649,5,125.0,548096,267648,1,0.28,,,1.763157894736842,0.335,2.0,,,0.56
