strategy,row_index,config_id,validator_count,node_degree,bandwidth,attacker_hash_power,note
selfish,234806,234807,138,8,87.4,0.4657787213448116,vcD2/deg8/bw87.4/hpQ5
selfish,229943,229944,24,3,125.0,0.3297294244236074,vcD1/deg3/bw125.0/hpQ3
selfish,104223,104224,900,6,10.2,0.4574864654719545,vcD9/deg6/bw10.2/hpQ5
selfish,113528,113529,236,3,29.9,0.2901917465581629,vcD3/deg3/bw29.9/hpQ2
selfish,80281,80282,836,8,10.2,0.3128186843462212,vcD9/deg8/bw10.2/hpQ2
selfish,33822,33823,223,6,87.4,0.3494898166749496,vcD3/deg6/bw87.4/hpQ3
selfish,211723,211724,664,5,61.0,0.4574864654719545,vcD7/deg5/bw61.0/hpQ5
selfish,101936,101937,887,5,125.0,0.469568977189866,vcD9/deg5/bw125.0/hpQ5
selfish,55735,55736,475,7,61.0,0.3461077870164497,vcD5/deg7/bw61.0/hpQ3
selfish,12000,12001,621,7,5.0,0.3857676334163057,vcD7/deg7/bw5.0/hpQ4
selfish,242189,242190,387,4,7.1,0.3196298037016608,vcD4/deg4/bw7.1/hpQ2
selfish,165636,165637,713,5,42.7,0.469568977189866,vcD8/deg5/bw42.7/hpQ5
selfish,1806,1807,57,6,87.4,0.4657787213448116,vcD1/deg6/bw87.4/hpQ5
selfish,76303,76304,381,6,14.6,0.2627648343443758,vcD4/deg6/bw14.6/hpQ2
selfish,151207,151208,346,7,10.2,0.3927810904963459,vcD4/deg7/bw10.2/hpQ4
selfish,93394,93395,153,8,14.6,0.3751229337419657,vcD2/deg8/bw14.6/hpQ3
selfish,151757,151758,346,7,61.0,0.3409275648695138,vcD4/deg7/bw61.0/hpQ3
selfish,8598,8599,365,3,29.9,0.3227365905845993,vcD4/deg3/bw29.9/hpQ3
selfish,10241,10242,104,4,10.2,0.2544637386172081,vcD1/deg4/bw10.2/hpQ1
selfish,116791,116792,448,3,61.0,0.3544902343139808,vcD5/deg3/bw61.0/hpQ3
selfish,204700,204701,632,3,61.0,0.3857676334163057,vcD7/deg3/bw61.0/hpQ4
selfish,58404,58405,555,2,20.9,0.4995762557070848,vcD6/deg2/bw20.9/hpQ5
selfish,52291,52292,404,8,10.2,0.3544902343139808,vcD4/deg8/bw10.2/hpQ3
selfish,86527,86528,120,3,29.9,0.4304538627565802,vcD2/deg3/bw29.9/hpQ4
selfish,179917,179918,46,2,125.0,0.2312345941585266,vcD1/deg2/bw125.0/hpQ1
selfish,177329,177330,147,5,14.6,0.2039812783100412,vcD2/deg5/bw14.6/hpQ1
selfish,201737,201738,418,6,61.0,0.3509947337216052,vcD5/deg6/bw61.0/hpQ3
selfish,170853,170854,780,3,87.4,0.3585232711576509,vcD8/deg3/bw87.4/hpQ3
selfish,198863,198864,682,2,87.4,0.4895135847322587,vcD7/deg2/bw87.4/hpQ5
selfish,142145,142146,883,5,7.1,0.4184444837622084,vcD9/deg5/bw7.1/hpQ4
selfish,38187,38188,63,2,7.1,0.4229568538429628,vcD1/deg2/bw7.1/hpQ4
selfish,134247,134248,923,7,10.2,0.2114807290736435,vcD10/deg7/bw10.2/hpQ1
selfish,12106,12107,621,7,7.1,0.4657787213448116,vcD7/deg7/bw7.1/hpQ5
selfish,117763,117764,267,3,61.0,0.4895135847322587,vcD3/deg3/bw61.0/hpQ5
selfish,25519,25520,133,3,29.9,0.2461140406262255,vcD2/deg3/bw29.9/hpQ1
selfish,179483,179484,46,2,20.9,0.4277086989642705,vcD1/deg2/bw20.9/hpQ4
selfish,234212,234213,138,8,10.2,0.2238256630629619,vcD2/deg8/bw10.2/hpQ1
selfish,41348,41349,903,4,14.6,0.3008118292997498,vcD10/deg4/bw14.6/hpQ2
selfish,24843,24844,957,2,87.4,0.3297294244236074,vcD10/deg2/bw87.4/hpQ3
selfish,159200,159201,624,3,10.2,0.3857676334163057,vcD7/deg3/bw10.2/hpQ4
selfish,236859,236860,861,5,87.4,0.2892063661005389,vcD9/deg5/bw87.4/hpQ2
selfish,70476,70477,975,5,20.9,0.2375482709814891,vcD10/deg5/bw20.9/hpQ1
selfish,81894,81895,687,2,87.4,0.3751229337419657,vcD7/deg2/bw87.4/hpQ3
selfish,48513,48514,41,7,29.9,0.4312459512484686,vcD1/deg7/bw29.9/hpQ4
selfish,13685,13686,582,3,42.7,0.4461023732799478,vcD6/deg3/bw42.7/hpQ5
selfish,221027,221028,310,5,5.0,0.4304538627565802,vcD3/deg5/bw5.0/hpQ4
selfish,143336,143337,658,3,14.6,0.469568977189866,vcD7/deg3/bw14.6/hpQ5
selfish,171629,171630,254,3,42.7,0.2039812783100412,vcD3/deg3/bw42.7/hpQ1
selfish,129833,129834,73,8,87.4,0.4113840234518945,vcD1/deg8/bw87.4/hpQ4
selfish,40500,40501,50,3,29.9,0.3857676334163057,vcD1/deg3/bw29.9/hpQ4
selfish,30287,30288,336,6,10.2,0.4229568538429628,vcD4/deg6/bw10.2/hpQ4
selfish,82347,82348,994,4,14.6,0.2114807290736435,vcD10/deg4/bw14.6/hpQ1
selfish,210202,210203,235,7,10.2,0.405342196225377,vcD3/deg7/bw10.2/hpQ4
selfish,222144,222145,558,7,7.1,0.2747520561924723,vcD6/deg7/bw7.1/hpQ2
selfish,15777,15778,855,7,61.0,0.3815618301396259,vcD9/deg7/bw61.0/hpQ4
selfish,208575,208576,512,4,29.9,0.3027820674966874,vcD6/deg4/bw29.9/hpQ2
selfish,205685,205686,436,8,42.7,0.4461023732799478,vcD5/deg8/bw42.7/hpQ5
selfish,68223,68224,399,7,10.2,0.4574864654719545,vcD4/deg7/bw10.2/hpQ5
selfish,186854,186855,94,5,87.4,0.3277016708096898,vcD1/deg5/bw87.4/hpQ3
selfish,177832,177833,147,5,87.4,0.2594311744995365,vcD2/deg5/bw87.4/hpQ1
selfish,57295,57296,183,4,10.2,0.4626922801013836,vcD2/deg4/bw10.2/hpQ5
selfish,29886,29887,931,7,87.4,0.3108669576156866,vcD10/deg7/bw87.4/hpQ2
selfish,22003,22004,808,7,5.0,0.2627648343443758,vcD9/deg7/bw5.0/hpQ2
selfish,243035,243036,485,6,5.0,0.3461077870164497,vcD5/deg6/bw5.0/hpQ3
selfish,9280,9281,963,5,10.2,0.2269416996374781,vcD10/deg5/bw10.2/hpQ1
selfish,59995,59996,203,3,125.0,0.4626922801013836,vcD2/deg3/bw125.0/hpQ5
selfish,246882,246883,281,4,87.4,0.2028601193675408,vcD3/deg4/bw87.4/hpQ1
selfish,178207,178208,508,7,10.2,0.3927810904963459,vcD5/deg7/bw10.2/hpQ4
selfish,224952,224953,62,2,125.0,0.366882515038515,vcD1/deg2/bw125.0/hpQ3
selfish,36945,36946,590,8,125.0,0.4184444837622084,vcD6/deg8/bw125.0/hpQ4
selfish,110461,110462,199,6,20.9,0.3350709844137344,vcD2/deg6/bw20.9/hpQ3
selfish,28665,28666,939,2,42.7,0.4409284566649496,vcD10/deg2/bw42.7/hpQ5
selfish,93142,93143,153,8,7.1,0.3733963553970497,vcD2/deg8/bw7.1/hpQ3
selfish,136259,136260,344,2,10.2,0.2892063661005389,vcD4/deg2/bw10.2/hpQ2
selfish,76515,76516,381,6,29.9,0.4208942434349683,vcD4/deg6/bw29.9/hpQ4
selfish,108078,108079,776,4,5.0,0.3642632456563252,vcD8/deg4/bw5.0/hpQ3
selfish,51928,51929,984,8,125.0,0.2901917465581629,vcD10/deg8/bw125.0/hpQ2
selfish,6710,6711,645,7,61.0,0.3777435584279705,vcD7/deg7/bw61.0/hpQ3
selfish,241061,241062,605,5,5.0,0.3350709844137344,vcD6/deg5/bw5.0/hpQ3
selfish,182710,182711,374,7,61.0,0.3777435584279705,vcD4/deg7/bw61.0/hpQ3
selfish,32089,32090,726,7,5.0,0.3196298037016608,vcD8/deg7/bw5.0/hpQ2
selfish,56203,56204,323,8,10.2,0.2627648343443758,vcD4/deg8/bw10.2/hpQ2
selfish,96561,96562,613,3,29.9,0.3350709844137344,vcD7/deg3/bw29.9/hpQ3
selfish,201077,201078,418,6,5.0,0.3815618301396259,vcD5/deg6/bw5.0/hpQ4
selfish,79445,79446,528,8,20.9,0.4184444837622084,vcD6/deg8/bw20.9/hpQ4
selfish,20833,20834,865,7,87.4,0.4113840234518945,vcD9/deg7/bw87.4/hpQ4
selfish,235084,235085,812,2,5.0,0.4024582743628092,vcD9/deg2/bw5.0/hpQ4
selfish,25003,25004,133,3,5.0,0.2627648343443758,vcD2/deg3/bw5.0/hpQ2
selfish,210912,210913,235,7,125.0,0.2238256630629619,vcD3/deg7/bw125.0/hpQ1
selfish,227562,227563,793,6,29.9,0.4714045721788255,vcD8/deg6/bw29.9/hpQ5
selfish,121089,121090,338,3,5.0,0.3196298037016608,vcD4/deg3/bw5.0/hpQ2
selfish,112801,112802,297,4,87.4,0.2959114945914544,vcD3/deg4/bw87.4/hpQ2
selfish,198281,198282,682,2,10.2,0.3128186843462212,vcD7/deg2/bw10.2/hpQ2
selfish,122836,122837,956,3,87.4,0.469568977189866,vcD10/deg3/bw87.4/hpQ5
selfish,113612,113613,236,3,42.7,0.2238256630629619,vcD3/deg3/bw42.7/hpQ1
selfish,233047,233048,379,5,5.0,0.2114807290736435,vcD4/deg5/bw5.0/hpQ1
selfish,96886,96887,613,3,87.4,0.3108669576156866,vcD7/deg3/bw87.4/hpQ2
selfish,214697,214698,264,6,42.7,0.21729239263723,vcD3/deg6/bw42.7/hpQ1
selfish,45804,45805,892,5,87.4,0.4995762557070848,vcD9/deg5/bw87.4/hpQ5
selfish,24476,24477,957,2,20.9,0.2375482709814891,vcD10/deg2/bw20.9/hpQ1
selfish,241530,241531,605,5,29.9,0.2689147210983604,vcD6/deg5/bw29.9/hpQ2
selfish,221405,221406,310,5,20.9,0.4911132375299709,vcD3/deg5/bw20.9/hpQ5
selfish,73127,73128,898,7,7.1,0.4304538627565802,vcD9/deg7/bw7.1/hpQ4
selfish,196800,196801,88,4,87.4,0.3857676334163057,vcD1/deg4/bw87.4/hpQ4
selfish,226091,226092,257,3,5.0,0.3544902343139808,vcD3/deg3/bw5.0/hpQ3
selfish,101026,101027,887,5,5.0,0.4590052735626949,vcD9/deg5/bw5.0/hpQ5
selfish,239427,239428,96,4,20.9,0.4304538627565802,vcD1/deg4/bw20.9/hpQ4
selfish,216797,216798,825,5,61.0,0.21729239263723,vcD9/deg5/bw61.0/hpQ1
selfish,42975,42976,811,5,125.0,0.3027820674966874,vcD9/deg5/bw125.0/hpQ2
selfish,82460,82461,994,4,20.9,0.3070497535774244,vcD10/deg4/bw20.9/hpQ2
selfish,187448,187449,174,3,20.9,0.3008118292997498,vcD2/deg3/bw20.9/hpQ2
selfish,179299,179300,46,2,10.2,0.4158727914731683,vcD1/deg2/bw10.2/hpQ4
selfish,9130,9131,963,5,7.1,0.2689147210983604,vcD10/deg5/bw7.1/hpQ2
selfish,113999,114000,236,3,125.0,0.4158727914731683,vcD3/deg3/bw125.0/hpQ4
selfish,67767,67768,655,4,61.0,0.3706046305857265,vcD7/deg4/bw61.0/hpQ3
selfish,34178,34179,816,3,7.1,0.3642632456563252,vcD9/deg3/bw7.1/hpQ3
selfish,145548,145549,315,7,29.9,0.3008118292997498,vcD4/deg7/bw29.9/hpQ2
selfish,71722,71723,353,7,61.0,0.3494898166749496,vcD4/deg7/bw61.0/hpQ3
selfish,104562,104563,900,6,29.9,0.4714045721788255,vcD9/deg6/bw29.9/hpQ5
selfish,107777,107778,914,7,61.0,0.3815618301396259,vcD10/deg7/bw61.0/hpQ4
selfish,47841,47842,277,5,87.4,0.2544637386172081,vcD3/deg5/bw87.4/hpQ1
selfish,65584,65585,488,5,29.9,0.4024582743628092,vcD5/deg5/bw29.9/hpQ4
selfish,110361,110362,199,6,14.6,0.3350709844137344,vcD2/deg6/bw14.6/hpQ3
selfish,48210,48211,41,7,10.2,0.3777435584279705,vcD1/deg7/bw10.2/hpQ3
selfish,142287,142288,883,5,10.2,0.4229568538429628,vcD9/deg5/bw10.2/hpQ4
selfish,61792,61793,539,4,61.0,0.2779592827386458,vcD6/deg4/bw61.0/hpQ2
selfish,52484,52485,404,8,20.9,0.4024582743628092,vcD4/deg8/bw20.9/hpQ4
selfish,190848,190849,187,2,87.4,0.3008118292997498,vcD2/deg2/bw87.4/hpQ2
selfish,178704,178705,508,7,61.0,0.4995762557070848,vcD5/deg7/bw61.0/hpQ5
selfish,51311,51312,984,8,14.6,0.3985108847427614,vcD10/deg8/bw14.6/hpQ4
selfish,124538,124539,544,6,29.9,0.4790241755215713,vcD6/deg6/bw29.9/hpQ5
selfish,74284,74285,351,4,10.2,0.4024582743628092,vcD4/deg4/bw10.2/hpQ4
selfish,198731,198732,682,2,61.0,0.4495856593533723,vcD7/deg2/bw61.0/hpQ5
selfish,68696,68697,399,7,42.7,0.4855618445578609,vcD4/deg7/bw42.7/hpQ5
selfish,53262,53263,245,5,10.2,0.4714045721788255,vcD3/deg5/bw10.2/hpQ5
selfish,101362,101363,887,5,14.6,0.4714045721788255,vcD9/deg5/bw14.6/hpQ5
selfish,172430,172431,54,7,20.9,0.2689147210983604,vcD1/deg7/bw20.9/hpQ2
selfish,212691,212692,700,6,42.7,0.3544902343139808,vcD7/deg6/bw42.7/hpQ3
selfish,125967,125968,716,4,125.0,0.3706046305857265,vcD8/deg4/bw125.0/hpQ3
selfish,174316,174317,800,5,14.6,0.4372556438030128,vcD8/deg5/bw14.6/hpQ4
selfish,163012,163013,851,5,5.0,0.2238256630629619,vcD9/deg5/bw5.0/hpQ1
selfish,100738,100739,720,4,61.0,0.4790241755215713,vcD8/deg4/bw61.0/hpQ5
selfish,180388,180389,535,5,14.6,0.2129379249701362,vcD6/deg5/bw14.6/hpQ1
selfish,34817,34818,816,3,87.4,0.2312345941585266,vcD9/deg3/bw87.4/hpQ1
selfish,125314,125315,716,4,14.6,0.28091147618982,vcD8/deg4/bw14.6/hpQ2
selfish,68354,68355,399,7,14.6,0.3277016708096898,vcD4/deg7/bw14.6/hpQ3
selfish,64758,64759,587,3,61.0,0.2977847312437251,vcD6/deg3/bw61.0/hpQ2
selfish,197521,197522,482,5,29.9,0.24260325729568,vcD5/deg5/bw29.9/hpQ1
selfish,86945,86946,120,3,125.0,0.4184444837622084,vcD2/deg3/bw125.0/hpQ4
selfish,36439,36440,590,8,20.9,0.2501126952506121,vcD6/deg8/bw20.9/hpQ1
selfish,9034,9035,963,5,5.0,0.444752781116749,vcD10/deg5/bw5.0/hpQ5
selfish,135399,135400,242,7,14.6,0.4158727914731683,vcD3/deg7/bw14.6/hpQ4
selfish,84046,84047,948,6,5.0,0.4071129309119736,vcD10/deg6/bw5.0/hpQ4
selfish,212006,212007,700,6,5.0,0.4657787213448116,vcD7/deg6/bw5.0/hpQ5
selfish,167815,167816,75,4,87.4,0.4208942434349683,vcD1/deg4/bw87.4/hpQ4
selfish,89844,89845,396,7,87.4,0.2747520561924723,vcD4/deg7/bw87.4/hpQ2
selfish,86354,86355,120,3,14.6,0.3277016708096898,vcD2/deg3/bw14.6/hpQ3
selfish,156988,156989,462,8,125.0,0.2129379249701362,vcD5/deg8/bw125.0/hpQ1
selfish,6107,6108,645,7,7.1,0.3927810904963459,vcD7/deg7/bw7.1/hpQ4
selfish,99035,99036,111,7,5.0,0.3461077870164497,vcD1/deg7/bw5.0/hpQ3
selfish,32139,32140,726,7,7.1,0.2501126952506121,vcD8/deg7/bw7.1/hpQ1
selfish,158062,158063,875,3,5.0,0.4714045721788255,vcD9/deg3/bw5.0/hpQ5
selfish,13860,13861,582,3,87.4,0.3070497535774244,vcD6/deg3/bw87.4/hpQ2
selfish,74494,74495,351,4,20.9,0.3751229337419657,vcD4/deg4/bw20.9/hpQ3
selfish,80925,80926,836,8,125.0,0.2702561230694959,vcD9/deg8/bw125.0/hpQ2
selfish,26177,26178,469,5,7.1,0.3815618301396259,vcD5/deg5/bw7.1/hpQ4
selfish,47755,47756,277,5,61.0,0.4768512858671266,vcD3/deg5/bw61.0/hpQ5
selfish,46128,46129,677,6,7.1,0.2901917465581629,vcD7/deg6/bw7.1/hpQ2
selfish,224640,224641,62,2,42.7,0.3883150820571905,vcD1/deg2/bw42.7/hpQ4
selfish,232829,232830,116,3,87.4,0.2039812783100412,vcD1/deg3/bw87.4/hpQ1
selfish,50782,50783,636,4,61.0,0.2028601193675408,vcD7/deg4/bw61.0/hpQ1
selfish,37286,37287,552,7,10.2,0.3108669576156866,vcD6/deg7/bw10.2/hpQ2
selfish,213050,213051,81,6,5.0,0.2182850515748211,vcD1/deg6/bw5.0/hpQ1
selfish,178311,178312,508,7,14.6,0.3985108847427614,vcD5/deg7/bw14.6/hpQ4
selfish,8074,8075,365,3,5.0,0.2525545317138812,vcD4/deg3/bw5.0/hpQ1
selfish,31399,31400,704,3,14.6,0.4158727914731683,vcD7/deg3/bw14.6/hpQ4
selfish,14398,14399,618,4,14.6,0.3227365905845993,vcD7/deg4/bw14.6/hpQ3
selfish,79417,79418,528,8,20.9,0.2312345941585266,vcD6/deg8/bw20.9/hpQ1
selfish,89717,89718,396,7,61.0,0.2312345941585266,vcD4/deg7/bw61.0/hpQ1
selfish,132320,132321,206,4,14.6,0.2397567210258474,vcD2/deg4/bw14.6/hpQ1
selfish,31197,31198,704,3,7.1,0.21729239263723,vcD7/deg3/bw7.1/hpQ1
selfish,142152,142153,883,5,7.1,0.366882515038515,vcD9/deg5/bw7.1/hpQ3
selfish,96019,96020,613,3,5.0,0.2461140406262255,vcD7/deg3/bw5.0/hpQ1
selfish,245283,245284,288,8,10.2,0.4277086989642705,vcD3/deg8/bw10.2/hpQ4
selfish,144560,144561,723,2,29.9,0.3070497535774244,vcD8/deg2/bw29.9/hpQ2
selfish,88120,88121,301,8,7.1,0.2397567210258474,vcD3/deg8/bw7.1/hpQ1
selfish,233316,233317,379,5,14.6,0.4372556438030128,vcD4/deg5/bw14.6/hpQ4
selfish,82805,82806,994,4,87.4,0.4911132375299709,vcD10/deg4/bw87.4/hpQ5
selfish,199816,199817,358,3,87.4,0.4372556438030128,vcD4/deg3/bw87.4/hpQ4
selfish,140100,140101,821,5,7.1,0.3857676334163057,vcD9/deg5/bw7.1/hpQ4
selfish,82816,82817,994,4,87.4,0.4372556438030128,vcD10/deg4/bw87.4/hpQ4
selfish,143527,143528,658,3,29.9,0.4304538627565802,vcD7/deg3/bw29.9/hpQ4
selfish,31537,31538,704,3,29.9,0.3509947337216052,vcD7/deg3/bw29.9/hpQ3
selfish,108049,108050,776,4,5.0,0.3349244931377773,vcD8/deg4/bw5.0/hpQ3
selfish,71420,71421,353,7,20.9,0.2397567210258474,vcD4/deg7/bw20.9/hpQ1
selfish,60853,60854,879,5,87.4,0.3585232711576509,vcD9/deg5/bw87.4/hpQ3
selfish,96878,96879,613,3,87.4,0.3642632456563252,vcD7/deg3/bw87.4/hpQ3
selfish,204324,204325,632,3,14.6,0.454095890072901,vcD7/deg3/bw14.6/hpQ5
selfish,32244,32245,726,7,10.2,0.2747520561924723,vcD8/deg7/bw10.2/hpQ2
selfish,177767,177768,147,5,61.0,0.3706046305857265,vcD2/deg5/bw61.0/hpQ3
selfish,184877,184878,571,6,87.4,0.3815618301396259,vcD6/deg6/bw87.4/hpQ4
selfish,11312,11313,642,5,14.6,0.2238256630629619,vcD7/deg5/bw14.6/hpQ1
selfish,33893,33894,223,6,87.4,0.2857700497959219,vcD3/deg6/bw87.4/hpQ2
selfish,21356,21357,213,6,14.6,0.2281547978409189,vcD2/deg6/bw14.6/hpQ1
selfish,107374,107375,914,7,14.6,0.2525545317138812,vcD10/deg7/bw14.6/hpQ1
selfish,212455,212456,700,6,20.9,0.4768512858671266,vcD7/deg6/bw20.9/hpQ5
selfish,51965,51966,984,8,125.0,0.4409284566649496,vcD10/deg8/bw125.0/hpQ5
selfish,247731,247732,445,4,61.0,0.4495856593533723,vcD5/deg4/bw61.0/hpQ5
selfish,64901,64902,587,3,125.0,0.2959114945914544,vcD6/deg3/bw125.0/hpQ2
selfish,54575,54576,749,5,29.9,0.3027820674966874,vcD8/deg5/bw29.9/hpQ2
selfish,204363,204364,632,3,14.6,0.4895135847322587,vcD7/deg3/bw14.6/hpQ5
selfish,200217,200218,697,7,10.2,0.2312345941585266,vcD7/deg7/bw10.2/hpQ1
selfish,123946,123947,759,4,125.0,0.4071129309119736,vcD8/deg4/bw125.0/hpQ4
selfish,192265,192266,191,6,10.2,0.4409284566649496,vcD2/deg6/bw10.2/hpQ5
selfish,36069,36070,590,8,5.0,0.4344347691369841,vcD6/deg8/bw5.0/hpQ4
selfish,113189,113190,236,3,7.1,0.3196298037016608,vcD3/deg3/bw7.1/hpQ2
selfish,38906,38907,63,2,125.0,0.4657787213448116,vcD1/deg2/bw125.0/hpQ5
selfish,160346,160347,685,4,14.6,0.4071129309119736,vcD7/deg4/bw14.6/hpQ4
selfish,47695,47696,277,5,42.7,0.4626922801013836,vcD3/deg5/bw42.7/hpQ5
selfish,148828,148829,501,2,87.4,0.2901917465581629,vcD5/deg2/bw87.4/hpQ2
selfish,54972,54973,749,5,125.0,0.2631399047202775,vcD8/deg5/bw125.0/hpQ2
selfish,27430,27431,125,5,20.9,0.2689147210983604,vcD2/deg5/bw20.9/hpQ2
selfish,115954,115955,669,2,125.0,0.3277016708096898,vcD7/deg2/bw125.0/hpQ3
selfish,79707,79708,528,8,61.0,0.3927810904963459,vcD6/deg8/bw61.0/hpQ4
selfish,12928,12929,621,7,125.0,0.2901917465581629,vcD7/deg7/bw125.0/hpQ2
selfish,95043,95044,155,7,5.0,0.3297294244236074,vcD2/deg7/bw5.0/hpQ3
selfish,147375,147376,846,5,14.6,0.3027820674966874,vcD9/deg5/bw14.6/hpQ2
selfish,237811,237812,523,3,87.4,0.3985108847427614,vcD6/deg3/bw87.4/hpQ4
selfish,22959,22960,808,7,125.0,0.2892063661005389,vcD9/deg7/bw125.0/hpQ2
selfish,87132,87133,574,8,7.1,0.2594311744995365,vcD6/deg8/bw7.1/hpQ1
selfish,493,494,195,2,20.9,0.2857700497959219,vcD2/deg2/bw20.9/hpQ2
selfish,232577,232578,116,3,29.9,0.3815618301396259,vcD1/deg3/bw29.9/hpQ4
selfish,105169,105170,423,3,7.1,0.4344347691369841,vcD5/deg3/bw7.1/hpQ4
selfish,41936,41937,903,4,125.0,0.469568977189866,vcD10/deg4/bw125.0/hpQ5
selfish,157628,157629,920,3,42.7,0.2901917465581629,vcD10/deg3/bw42.7/hpQ2
selfish,84598,84599,948,6,29.9,0.3227365905845993,vcD10/deg6/bw29.9/hpQ3
selfish,190900,190901,187,2,125.0,0.3857676334163057,vcD2/deg2/bw125.0/hpQ4
selfish,77244,77245,285,7,10.2,0.2747520561924723,vcD3/deg7/bw10.2/hpQ2
selfish,198250,198251,682,2,10.2,0.2182850515748211,vcD7/deg2/bw10.2/hpQ1
selfish,177590,177591,147,5,29.9,0.3969614753991711,vcD2/deg5/bw29.9/hpQ4
selfish,102930,102931,741,5,125.0,0.2689147210983604,vcD8/deg5/bw125.0/hpQ2
selfish,110779,110780,199,6,61.0,0.2816906079992455,vcD2/deg6/bw61.0/hpQ2
selfish,139716,139717,503,5,61.0,0.4372556438030128,vcD5/deg5/bw61.0/hpQ4
selfish,105158,105159,423,3,7.1,0.2977847312437251,vcD5/deg3/bw7.1/hpQ2
selfish,131701,131702,935,6,61.0,0.2959114945914544,vcD10/deg6/bw61.0/hpQ2
selfish,37064,37065,552,7,5.0,0.3439678088500045,vcD6/deg7/bw5.0/hpQ3
selfish,230641,230642,708,6,42.7,0.2544637386172081,vcD8/deg6/bw42.7/hpQ1
selfish,78243,78244,594,4,10.2,0.3297294244236074,vcD6/deg4/bw10.2/hpQ3
selfish,28583,28584,939,2,29.9,0.4277086989642705,vcD10/deg2/bw29.9/hpQ4
selfish,189281,189282,996,8,10.2,0.3128186843462212,vcD10/deg8/bw10.2/hpQ2
selfish,182517,182518,374,7,29.9,0.2312345941585266,vcD4/deg7/bw29.9/hpQ1
selfish,149060,149061,408,6,5.0,0.3070497535774244,vcD4/deg6/bw5.0/hpQ2
selfish,245036,245037,288,8,5.0,0.469568977189866,vcD3/deg8/bw5.0/hpQ5
selfish,69587,69588,463,4,29.9,0.4229568538429628,vcD5/deg4/bw29.9/hpQ4
selfish,3421,3422,842,2,20.9,0.24260325729568,vcD9/deg2/bw20.9/hpQ1
selfish,66523,66524,424,7,29.9,0.4574864654719545,vcD5/deg7/bw29.9/hpQ5
selfish,212474,212475,700,6,20.9,0.2525545317138812,vcD7/deg6/bw20.9/hpQ1
selfish,36212,36213,590,8,10.2,0.2238256630629619,vcD6/deg8/bw10.2/hpQ1
selfish,140469,140470,821,5,20.9,0.4344347691369841,vcD9/deg5/bw20.9/hpQ4
selfish,162036,162037,168,7,5.0,0.469568977189866,vcD2/deg7/bw5.0/hpQ5
selfish,166146,166147,126,6,7.1,0.4071129309119736,vcD2/deg6/bw7.1/hpQ4
selfish,217872,217873,262,5,87.4,0.2631399047202775,vcD3/deg5/bw87.4/hpQ2
selfish,138729,138730,472,7,61.0,0.2039812783100412,vcD5/deg7/bw61.0/hpQ1
selfish,62093,62094,742,4,5.0,0.2857700497959219,vcD8/deg4/bw5.0/hpQ2
selfish,156061,156062,462,8,5.0,0.3350709844137344,vcD5/deg8/bw5.0/hpQ3
selfish,204581,204582,632,3,29.9,0.3128186843462212,vcD7/deg3/bw29.9/hpQ2
selfish,106526,106527,869,3,29.9,0.4590052735626949,vcD9/deg3/bw29.9/hpQ5
selfish,63486,63487,328,2,20.9,0.3108669576156866,vcD4/deg2/bw20.9/hpQ2
selfish,229617,229618,24,3,42.7,0.2312345941585266,vcD1/deg3/bw42.7/hpQ1
selfish,139341,139342,503,5,14.6,0.2544637386172081,vcD5/deg5/bw14.6/hpQ1
selfish,212003,212004,700,6,5.0,0.2627648343443758,vcD7/deg6/bw5.0/hpQ2
selfish,10909,10910,104,4,125.0,0.4737946714611262,vcD1/deg4/bw125.0/hpQ5
selfish,180326,180327,535,5,14.6,0.4590052735626949,vcD6/deg5/bw14.6/hpQ5
selfish,95920,95921,155,7,125.0,0.2397567210258474,vcD2/deg7/bw125.0/hpQ1
selfish,134330,134331,923,7,14.6,0.2689147210983604,vcD10/deg7/bw14.6/hpQ2
selfish,93441,93442,153,8,20.9,0.2544637386172081,vcD2/deg8/bw20.9/hpQ1
selfish,31491,31492,704,3,20.9,0.3544902343139808,vcD7/deg3/bw20.9/hpQ3
selfish,226877,226878,257,3,87.4,0.3815618301396259,vcD3/deg3/bw87.4/hpQ4
selfish,120854,120855,86,2,87.4,0.3277016708096898,vcD1/deg2/bw87.4/hpQ3
selfish,217132,217133,262,5,7.1,0.2594311744995365,vcD3/deg5/bw7.1/hpQ1
selfish,218580,218581,37,7,29.9,0.2269416996374781,vcD1/deg7/bw29.9/hpQ1
selfish,146714,146715,829,7,61.0,0.28091147618982,vcD9/deg7/bw61.0/hpQ2
selfish,77601,77602,285,7,42.7,0.2959114945914544,vcD3/deg7/bw42.7/hpQ2
selfish,201057,201058,418,6,5.0,0.3409275648695138,vcD5/deg6/bw5.0/hpQ3
selfish,116408,116409,448,3,20.9,0.2331676534838964,vcD5/deg3/bw20.9/hpQ1
selfish,223136,223137,294,3,7.1,0.469568977189866,vcD3/deg3/bw7.1/hpQ5
selfish,116943,116944,448,3,125.0,0.3297294244236074,vcD5/deg3/bw125.0/hpQ3
selfish,106167,106168,869,3,7.1,0.3706046305857265,vcD9/deg3/bw7.1/hpQ3
selfish,123324,123325,759,4,14.6,0.454095890072901,vcD8/deg4/bw14.6/hpQ5
selfish,213795,213796,81,6,61.0,0.4626922801013836,vcD1/deg6/bw61.0/hpQ5
selfish,47530,47531,277,5,29.9,0.2689147210983604,vcD3/deg5/bw29.9/hpQ2
