strategy,row_index,config_id,validator_count,node_degree,bandwidth,attacker_hash_power,note
selfish,159241,159242,624,3,10.2,0.2544637386172081,vcD7/deg3/bw10.2/hpQ1
selfish,57719,57720,183,4,61.0,0.2461140406262255,vcD2/deg4/bw61.0/hpQ1
selfish,74898,74899,351,4,87.4,0.3227365905845993,vcD4/deg4/bw87.4/hpQ3
selfish,90996,90997,144,5,125.0,0.4855618445578609,vcD2/deg5/bw125.0/hpQ5
selfish,211221,211222,664,5,10.2,0.24260325729568,vcD7/deg5/bw10.2/hpQ1
selfish,149817,149818,408,6,87.4,0.2312345941585266,vcD4/deg6/bw87.4/hpQ1
selfish,124685,124686,544,6,42.7,0.4461023732799478,vcD6/deg6/bw42.7/hpQ5
selfish,32467,32468,726,7,20.9,0.3706046305857265,vcD8/deg7/bw20.9/hpQ3
selfish,182404,182405,374,7,20.9,0.4995762557070848,vcD4/deg7/bw20.9/hpQ5
selfish,193890,193891,178,4,87.4,0.3969614753991711,vcD2/deg4/bw87.4/hpQ4
selfish,247494,247495,445,4,20.9,0.3751229337419657,vcD5/deg4/bw20.9/hpQ3
selfish,222802,222803,558,7,87.4,0.405342196225377,vcD6/deg7/bw87.4/hpQ4
selfish,153298,153299,518,7,10.2,0.3227365905845993,vcD6/deg7/bw10.2/hpQ3
selfish,41413,41414,903,4,20.9,0.4312459512484686,vcD10/deg4/bw20.9/hpQ4
selfish,104817,104818,900,6,87.4,0.2312345941585266,vcD9/deg6/bw87.4/hpQ1
selfish,48731,48732,41,7,61.0,0.4495856593533723,vcD1/deg7/bw61.0/hpQ5
selfish,233378,233379,379,5,14.6,0.3642632456563252,vcD4/deg5/bw14.6/hpQ3
selfish,221310,221311,310,5,14.6,0.3777435584279705,vcD3/deg5/bw14.6/hpQ3
selfish,178532,178533,508,7,29.9,0.2594311744995365,vcD5/deg7/bw29.9/hpQ1
selfish,191036,191037,732,3,5.0,0.469568977189866,vcD8/deg3/bw5.0/hpQ5
selfish,114279,114280,693,6,10.2,0.2816906079992455,vcD7/deg6/bw10.2/hpQ2
selfish,68553,68554,399,7,29.9,0.3585232711576509,vcD4/deg7/bw29.9/hpQ3
selfish,230463,230464,708,6,20.9,0.4895135847322587,vcD8/deg6/bw20.9/hpQ5
selfish,149646,149647,408,6,42.7,0.4071129309119736,vcD4/deg6/bw42.7/hpQ4
selfish,192173,192174,191,6,7.1,0.4831039344913304,vcD2/deg6/bw7.1/hpQ5
selfish,224041,224042,62,2,5.0,0.2544637386172081,vcD1/deg2/bw5.0/hpQ1
selfish,37787,37788,552,7,61.0,0.4229568538429628,vcD6/deg7/bw61.0/hpQ4
selfish,3022,3023,842,2,5.0,0.3494898166749496,vcD9/deg2/bw5.0/hpQ3
selfish,5672,5673,29,8,42.7,0.2631399047202775,vcD1/deg8/bw42.7/hpQ2
selfish,90496,90497,144,5,20.9,0.4855618445578609,vcD2/deg5/bw20.9/hpQ5
selfish,21815,21816,213,6,87.4,0.4208942434349683,vcD2/deg6/bw87.4/hpQ4
selfish,64225,64226,587,3,10.2,0.2702561230694959,vcD6/deg3/bw10.2/hpQ2
selfish,69392,69393,463,4,14.6,0.2779592827386458,vcD5/deg4/bw14.6/hpQ2
selfish,78530,78531,594,4,29.9,0.2689147210983604,vcD6/deg4/bw29.9/hpQ2
selfish,158879,158880,875,3,87.4,0.2816906079992455,vcD9/deg3/bw87.4/hpQ2
selfish,150500,150501,372,4,29.9,0.3857676334163057,vcD4/deg4/bw29.9/hpQ4
selfish,18044,18045,871,3,5.0,0.2747520561924723,vcD9/deg3/bw5.0/hpQ2
selfish,156449,156450,462,8,20.9,0.3349244931377773,vcD5/deg8/bw20.9/hpQ3
selfish,216813,216814,825,5,87.4,0.4312459512484686,vcD9/deg5/bw87.4/hpQ4
selfish,176374,176375,231,5,14.6,0.2525545317138812,vcD3/deg5/bw14.6/hpQ1
selfish,30454,30455,336,6,20.9,0.3277016708096898,vcD4/deg6/bw20.9/hpQ3
selfish,135802,135803,242,7,87.4,0.405342196225377,vcD3/deg7/bw87.4/hpQ4
selfish,102812,102813,741,5,87.4,0.2238256630629619,vcD8/deg5/bw87.4/hpQ1
selfish,110597,110598,199,6,29.9,0.21729239263723,vcD2/deg6/bw29.9/hpQ1
selfish,4708,4709,599,8,61.0,0.2331676534838964,vcD6/deg8/bw61.0/hpQ1
selfish,17350,17351,747,8,14.6,0.2182850515748211,vcD8/deg8/bw14.6/hpQ1
selfish,62214,62215,742,4,10.2,0.28091147618982,vcD8/deg4/bw10.2/hpQ2
selfish,43506,43507,392,6,29.9,0.4657787213448116,vcD4/deg6/bw29.9/hpQ5
selfish,214692,214693,264,6,42.7,0.2779592827386458,vcD3/deg6/bw42.7/hpQ2
selfish,4766,4767,599,8,61.0,0.3604525200861999,vcD6/deg8/bw61.0/hpQ3
selfish,10722,10723,104,4,61.0,0.3494898166749496,vcD1/deg4/bw61.0/hpQ3
selfish,24245,24246,957,2,10.2,0.4184444837622084,vcD10/deg2/bw10.2/hpQ4
selfish,35160,35161,455,7,7.1,0.3070497535774244,vcD5/deg7/bw7.1/hpQ2
selfish,167624,167625,75,4,42.7,0.454095890072901,vcD1/deg4/bw42.7/hpQ5
selfish,186145,186146,94,5,7.1,0.4184444837622084,vcD1/deg5/bw7.1/hpQ4
selfish,100551,100552,720,4,29.9,0.3898718220747056,vcD8/deg4/bw29.9/hpQ4
selfish,137252,137253,158,5,10.2,0.366882515038515,vcD2/deg5/bw10.2/hpQ3
selfish,79363,79364,528,8,14.6,0.4895135847322587,vcD6/deg8/bw14.6/hpQ5
selfish,151067,151068,346,7,5.0,0.3706046305857265,vcD4/deg7/bw5.0/hpQ3
selfish,244074,244075,414,4,5.0,0.2525545317138812,vcD5/deg4/bw5.0/hpQ1
selfish,230796,230797,708,6,61.0,0.4855618445578609,vcD8/deg6/bw61.0/hpQ5
selfish,42691,42692,811,5,42.7,0.3544902343139808,vcD9/deg5/bw42.7/hpQ3
selfish,21903,21904,213,6,125.0,0.2627648343443758,vcD2/deg6/bw125.0/hpQ2
selfish,207344,207345,319,6,14.6,0.2747520561924723,vcD4/deg6/bw14.6/hpQ2
selfish,89708,89709,396,7,61.0,0.2331676534838964,vcD4/deg7/bw61.0/hpQ1
selfish,188565,188566,517,2,29.9,0.4409284566649496,vcD6/deg2/bw29.9/hpQ5
selfish,148544,148545,501,2,29.9,0.2747520561924723,vcD5/deg2/bw29.9/hpQ2
selfish,178437,178438,508,7,20.9,0.3509947337216052,vcD5/deg7/bw20.9/hpQ3
selfish,151434,151435,346,7,20.9,0.444752781116749,vcD4/deg7/bw20.9/hpQ5
selfish,200655,200656,697,7,42.7,0.4768512858671266,vcD7/deg7/bw42.7/hpQ5
selfish,243332,243333,485,6,14.6,0.2594311744995365,vcD5/deg6/bw14.6/hpQ1
selfish,47543,47544,277,5,29.9,0.3297294244236074,vcD3/deg5/bw29.9/hpQ3
selfish,25687,25688,133,3,42.7,0.4229568538429628,vcD2/deg3/bw42.7/hpQ4
selfish,198743,198744,682,2,61.0,0.3297294244236074,vcD7/deg2/bw61.0/hpQ3
selfish,167985,167986,75,4,125.0,0.4461023732799478,vcD1/deg4/bw125.0/hpQ5
selfish,656,657,195,2,42.7,0.2281547978409189,vcD2/deg2/bw42.7/hpQ1
selfish,245072,245073,288,8,5.0,0.2631399047202775,vcD3/deg8/bw5.0/hpQ2
selfish,24304,24305,957,2,14.6,0.4995762557070848,vcD10/deg2/bw14.6/hpQ5
selfish,138438,138439,472,7,20.9,0.4790241755215713,vcD5/deg7/bw20.9/hpQ5
selfish,8818,8819,365,3,87.4,0.4954733651280948,vcD4/deg3/bw87.4/hpQ5
selfish,163282,163283,851,5,10.2,0.2028601193675408,vcD9/deg5/bw10.2/hpQ1
selfish,239651,239652,96,4,42.7,0.3898718220747056,vcD1/deg4/bw42.7/hpQ4
selfish,182541,182542,374,7,29.9,0.2544637386172081,vcD4/deg7/bw29.9/hpQ1
selfish,68525,68526,399,7,29.9,0.2702561230694959,vcD4/deg7/bw29.9/hpQ2
selfish,183551,183552,364,4,29.9,0.3898718220747056,vcD4/deg4/bw29.9/hpQ4
selfish,16119,16120,208,7,7.1,0.2461140406262255,vcD2/deg7/bw7.1/hpQ1
selfish,5195,5196,29,8,7.1,0.4626922801013836,vcD1/deg8/bw7.1/hpQ5
selfish,14396,14397,618,4,14.6,0.4855618445578609,vcD7/deg4/bw14.6/hpQ5
selfish,134131,134132,923,7,7.1,0.4495856593533723,vcD10/deg7/bw7.1/hpQ5
selfish,74581,74582,351,4,29.9,0.3128186843462212,vcD4/deg4/bw29.9/hpQ2
selfish,56382,56383,323,8,14.6,0.2028601193675408,vcD4/deg8/bw14.6/hpQ1
selfish,115698,115699,669,2,42.7,0.3227365905845993,vcD7/deg2/bw42.7/hpQ3
selfish,224876,224877,62,2,87.4,0.2375482709814891,vcD1/deg2/bw87.4/hpQ1
selfish,111506,111507,569,6,29.9,0.4657787213448116,vcD6/deg6/bw29.9/hpQ5
selfish,204409,204410,632,3,20.9,0.4737946714611262,vcD7/deg3/bw20.9/hpQ5
selfish,86482,86483,120,3,20.9,0.2028601193675408,vcD2/deg3/bw20.9/hpQ1
selfish,113317,113318,236,3,14.6,0.2312345941585266,vcD3/deg3/bw14.6/hpQ1
selfish,94737,94738,440,4,61.0,0.3509947337216052,vcD5/deg4/bw61.0/hpQ3
selfish,245491,245492,288,8,20.9,0.3544902343139808,vcD3/deg8/bw20.9/hpQ3
selfish,178659,178660,508,7,42.7,0.2892063661005389,vcD5/deg7/bw42.7/hpQ2
selfish,138672,138673,472,7,42.7,0.2631399047202775,vcD5/deg7/bw42.7/hpQ2
selfish,194813,194814,491,6,87.4,0.4312459512484686,vcD5/deg6/bw87.4/hpQ4
selfish,42967,42968,811,5,125.0,0.3706046305857265,vcD9/deg5/bw125.0/hpQ3
selfish,230838,230839,708,6,87.4,0.4790241755215713,vcD8/deg6/bw87.4/hpQ5
selfish,156295,156296,462,8,10.2,0.4626922801013836,vcD5/deg8/bw10.2/hpQ5
selfish,2721,2722,953,6,61.0,0.24260325729568,vcD10/deg6/bw61.0/hpQ1
selfish,241719,241720,605,5,61.0,0.2461140406262255,vcD6/deg5/bw61.0/hpQ1
selfish,92407,92408,162,6,20.9,0.3927810904963459,vcD2/deg6/bw20.9/hpQ4
selfish,224823,224824,62,2,87.4,0.4574864654719545,vcD1/deg2/bw87.4/hpQ5
selfish,195086,195087,580,6,5.0,0.3108669576156866,vcD6/deg6/bw5.0/hpQ2
selfish,237388,237389,523,3,14.6,0.2129379249701362,vcD6/deg3/bw14.6/hpQ1
selfish,188468,188469,517,2,20.9,0.2070972729458678,vcD6/deg2/bw20.9/hpQ1
selfish,199333,199334,358,3,14.6,0.4113840234518945,vcD4/deg3/bw14.6/hpQ4
selfish,208075,208076,512,4,5.0,0.3027820674966874,vcD6/deg4/bw5.0/hpQ2
selfish,140228,140229,821,5,10.2,0.2901917465581629,vcD9/deg5/bw10.2/hpQ2
selfish,101312,101313,887,5,14.6,0.2238256630629619,vcD9/deg5/bw14.6/hpQ1
selfish,236774,236775,861,5,61.0,0.2525545317138812,vcD9/deg5/bw61.0/hpQ1
selfish,173756,173757,69,3,61.0,0.2281547978409189,vcD1/deg3/bw61.0/hpQ1
selfish,217048,217049,262,5,5.0,0.3008118292997498,vcD3/deg5/bw5.0/hpQ2
selfish,161622,161623,915,3,42.7,0.3494898166749496,vcD10/deg3/bw42.7/hpQ3
selfish,205505,205506,436,8,29.9,0.4911132375299709,vcD5/deg8/bw29.9/hpQ5
selfish,109889,109890,170,3,87.4,0.3196298037016608,vcD2/deg3/bw87.4/hpQ2
selfish,204003,204004,632,3,5.0,0.2627648343443758,vcD7/deg3/bw5.0/hpQ2
selfish,144010,144011,723,2,5.0,0.3777435584279705,vcD8/deg2/bw5.0/hpQ3
selfish,33603,33604,223,6,42.7,0.2627648343443758,vcD3/deg6/bw42.7/hpQ2
selfish,113465,113466,236,3,20.9,0.4409284566649496,vcD3/deg3/bw20.9/hpQ5
selfish,186629,186630,94,5,42.7,0.2039812783100412,vcD1/deg5/bw42.7/hpQ1
selfish,223343,223344,294,3,14.6,0.3297294244236074,vcD3/deg3/bw14.6/hpQ3
selfish,196737,196738,88,4,61.0,0.3509947337216052,vcD1/deg4/bw61.0/hpQ3
selfish,19053,19054,136,4,5.0,0.3585232711576509,vcD2/deg4/bw5.0/hpQ3
selfish,157207,157208,920,3,10.2,0.3927810904963459,vcD10/deg3/bw10.2/hpQ4
selfish,175207,175208,970,6,10.2,0.3927810904963459,vcD10/deg6/bw10.2/hpQ4
selfish,138632,138633,472,7,42.7,0.2594311744995365,vcD5/deg7/bw42.7/hpQ1
selfish,18350,18351,871,3,14.6,0.2182850515748211,vcD9/deg3/bw14.6/hpQ1
selfish,156382,156383,462,8,14.6,0.2028601193675408,vcD5/deg8/bw14.6/hpQ1
selfish,205651,205652,436,8,42.7,0.3898718220747056,vcD5/deg8/bw42.7/hpQ4
selfish,223391,223392,294,3,14.6,0.3544902343139808,vcD3/deg3/bw14.6/hpQ3
selfish,127080,127081,434,6,5.0,0.2269416996374781,vcD5/deg6/bw5.0/hpQ1
selfish,162350,162351,168,7,14.6,0.2182850515748211,vcD2/deg7/bw14.6/hpQ1
selfish,180537,180538,535,5,29.9,0.3509947337216052,vcD6/deg5/bw29.9/hpQ3
selfish,189629,189630,996,8,42.7,0.2039812783100412,vcD10/deg8/bw42.7/hpQ1
selfish,211790,211791,664,5,61.0,0.3969614753991711,vcD7/deg5/bw61.0/hpQ4
selfish,189148,189149,996,8,7.1,0.3008118292997498,vcD10/deg8/bw7.1/hpQ2
selfish,144818,144819,723,2,87.4,0.4954733651280948,vcD8/deg2/bw87.4/hpQ5
selfish,224866,224867,62,2,87.4,0.3604525200861999,vcD1/deg2/bw87.4/hpQ3
selfish,6447,6448,645,7,20.9,0.2114807290736435,vcD7/deg7/bw20.9/hpQ1
selfish,182041,182042,374,7,5.0,0.2544637386172081,vcD4/deg7/bw5.0/hpQ1
selfish,249442,249443,649,5,20.9,0.3733963553970497,vcD7/deg5/bw20.9/hpQ3
selfish,156772,156773,462,8,61.0,0.2631399047202775,vcD5/deg8/bw61.0/hpQ2
selfish,61515,61516,539,4,29.9,0.4208942434349683,vcD6/deg4/bw29.9/hpQ4
selfish,98093,98094,990,3,5.0,0.2857700497959219,vcD10/deg3/bw5.0/hpQ2
selfish,71553,71554,353,7,29.9,0.3585232711576509,vcD4/deg7/bw29.9/hpQ3
selfish,63501,63502,328,2,29.9,0.2959114945914544,vcD4/deg2/bw29.9/hpQ2
selfish,74096,74097,351,4,5.0,0.4855618445578609,vcD4/deg4/bw5.0/hpQ5
selfish,20341,20342,865,7,14.6,0.2544637386172081,vcD9/deg7/bw14.6/hpQ1
selfish,57549,57550,183,4,29.9,0.3349244931377773,vcD2/deg4/bw29.9/hpQ3
selfish,87637,87638,574,8,42.7,0.3509947337216052,vcD6/deg8/bw42.7/hpQ3
selfish,182763,182764,374,7,61.0,0.4895135847322587,vcD4/deg7/bw61.0/hpQ5
selfish,57164,57165,183,4,7.1,0.3439678088500045,vcD2/deg4/bw7.1/hpQ3
selfish,140816,140817,821,5,87.4,0.4372556438030128,vcD9/deg5/bw87.4/hpQ4
selfish,49392,49393,26,4,14.6,0.2779592827386458,vcD1/deg4/bw14.6/hpQ2
selfish,132476,132477,206,4,20.9,0.2375482709814891,vcD2/deg4/bw20.9/hpQ1
selfish,194015,194016,491,6,5.0,0.4208942434349683,vcD5/deg6/bw5.0/hpQ4
selfish,150479,150480,372,4,20.9,0.2816906079992455,vcD4/deg4/bw20.9/hpQ2
selfish,245522,245523,288,8,29.9,0.3494898166749496,vcD3/deg8/bw29.9/hpQ3
selfish,228738,228739,271,4,61.0,0.4790241755215713,vcD3/deg4/bw61.0/hpQ5
selfish,17522,17523,747,8,29.9,0.3494898166749496,vcD8/deg8/bw29.9/hpQ3
selfish,104347,104348,900,6,14.6,0.2114807290736435,vcD9/deg6/bw14.6/hpQ1
selfish,150465,150466,372,4,20.9,0.4409284566649496,vcD4/deg4/bw20.9/hpQ5
selfish,185827,185828,411,7,87.4,0.4304538627565802,vcD4/deg7/bw87.4/hpQ4
selfish,146251,146252,829,7,10.2,0.3898718220747056,vcD9/deg7/bw10.2/hpQ4
selfish,225715,225716,965,5,61.0,0.4208942434349683,vcD10/deg5/bw61.0/hpQ4
selfish,61959,61960,539,4,125.0,0.2892063661005389,vcD6/deg4/bw125.0/hpQ2
selfish,56593,56594,323,8,29.9,0.2857700497959219,vcD4/deg8/bw29.9/hpQ2
selfish,46519,46520,677,6,29.9,0.2461140406262255,vcD7/deg6/bw29.9/hpQ1
selfish,137151,137152,158,5,7.1,0.3898718220747056,vcD2/deg5/bw7.1/hpQ4
selfish,71649,71650,353,7,42.7,0.3349244931377773,vcD4/deg7/bw42.7/hpQ3
selfish,162341,162342,168,7,14.6,0.2544637386172081,vcD2/deg7/bw14.6/hpQ1
selfish,203424,203425,601,6,20.9,0.454095890072901,vcD6/deg6/bw20.9/hpQ5
selfish,108474,108475,776,4,20.9,0.2525545317138812,vcD8/deg4/bw20.9/hpQ1
selfish,31292,31293,704,3,10.2,0.2779592827386458,vcD7/deg3/bw10.2/hpQ2
selfish,158802,158803,875,3,87.4,0.405342196225377,vcD9/deg3/bw87.4/hpQ4
selfish,63131,63132,328,2,7.1,0.4495856593533723,vcD4/deg2/bw7.1/hpQ5
selfish,29651,29652,931,7,42.7,0.3898718220747056,vcD10/deg7/bw42.7/hpQ4
selfish,14593,14594,618,4,29.9,0.2857700497959219,vcD7/deg4/bw29.9/hpQ2
selfish,187410,187411,174,3,20.9,0.3777435584279705,vcD2/deg3/bw20.9/hpQ3
selfish,226883,226884,257,3,87.4,0.4277086989642705,vcD3/deg3/bw87.4/hpQ4
selfish,104792,104793,900,6,61.0,0.2779592827386458,vcD9/deg6/bw61.0/hpQ2
selfish,28445,28446,939,2,20.9,0.4184444837622084,vcD10/deg2/bw20.9/hpQ4
selfish,75859,75860,755,6,87.4,0.2892063661005389,vcD8/deg6/bw87.4/hpQ2
selfish,46296,46297,677,6,10.2,0.4855618445578609,vcD7/deg6/bw10.2/hpQ5
selfish,7464,7465,564,3,20.9,0.3439678088500045,vcD6/deg3/bw20.9/hpQ3
selfish,178064,178065,508,7,5.0,0.3439678088500045,vcD5/deg7/bw5.0/hpQ3
selfish,225418,225419,965,5,20.9,0.4954733651280948,vcD10/deg5/bw20.9/hpQ5
selfish,93190,93191,153,8,7.1,0.3969614753991711,vcD2/deg8/bw7.1/hpQ4
selfish,161607,161608,915,3,42.7,0.3927810904963459,vcD10/deg3/bw42.7/hpQ4
selfish,98691,98692,990,3,42.7,0.3544902343139808,vcD10/deg3/bw42.7/hpQ3
selfish,96065,96066,613,3,5.0,0.4409284566649496,vcD7/deg3/bw5.0/hpQ5
selfish,24625,24626,957,2,42.7,0.2702561230694959,vcD10/deg2/bw42.7/hpQ2
selfish,226127,226128,257,3,7.1,0.4304538627565802,vcD3/deg3/bw7.1/hpQ4
selfish,19235,19236,136,4,10.2,0.3461077870164497,vcD2/deg4/bw10.2/hpQ3
selfish,85682,85683,945,7,42.7,0.2028601193675408,vcD10/deg7/bw42.7/hpQ1
selfish,247848,247849,445,4,87.4,0.3008118292997498,vcD5/deg4/bw87.4/hpQ2
selfish,35043,35044,455,7,5.0,0.3297294244236074,vcD5/deg7/bw5.0/hpQ3
selfish,221150,221151,310,5,7.1,0.2182850515748211,vcD3/deg5/bw7.1/hpQ1
selfish,200269,200270,697,7,10.2,0.4344347691369841,vcD7/deg7/bw10.2/hpQ4
selfish,108164,108165,776,4,7.1,0.3439678088500045,vcD8/deg4/bw7.1/hpQ3
selfish,21462,21463,213,6,20.9,0.4714045721788255,vcD2/deg6/bw20.9/hpQ5
selfish,248352,248353,306,6,14.6,0.366882515038515,vcD3/deg6/bw14.6/hpQ3
selfish,90660,90661,144,5,42.7,0.3070497535774244,vcD2/deg5/bw42.7/hpQ2
selfish,22170,22171,808,7,7.1,0.3239323376009491,vcD9/deg7/bw7.1/hpQ3
selfish,25151,25152,133,3,7.1,0.3898718220747056,vcD2/deg3/bw7.1/hpQ4
selfish,176369,176370,231,5,14.6,0.4344347691369841,vcD3/deg5/bw14.6/hpQ4
selfish,4260,4261,599,8,10.2,0.3070497535774244,vcD6/deg8/bw10.2/hpQ2
selfish,198534,198535,682,2,29.9,0.444752781116749,vcD7/deg2/bw29.9/hpQ5
selfish,36554,36555,590,8,29.9,0.3277016708096898,vcD6/deg8/bw29.9/hpQ3
selfish,107957,107958,914,7,125.0,0.3409275648695138,vcD10/deg7/bw125.0/hpQ3
selfish,161448,161449,915,3,20.9,0.3008118292997498,vcD10/deg3/bw20.9/hpQ2
selfish,62441,62442,742,4,20.9,0.2544637386172081,vcD8/deg4/bw20.9/hpQ1
selfish,240459,240460,771,5,20.9,0.2892063661005389,vcD8/deg5/bw20.9/hpQ2
selfish,25365,25366,133,3,14.6,0.4409284566649496,vcD2/deg3/bw14.6/hpQ5
selfish,30928,30929,336,6,125.0,0.2901917465581629,vcD4/deg6/bw125.0/hpQ2
selfish,148487,148488,501,2,20.9,0.4229568538429628,vcD5/deg2/bw20.9/hpQ4
selfish,118830,118831,928,4,87.4,0.2689147210983604,vcD10/deg4/bw87.4/hpQ2
selfish,21408,21409,213,6,20.9,0.2331676534838964,vcD2/deg6/bw20.9/hpQ1
selfish,94162,94163,440,4,7.1,0.4714045721788255,vcD5/deg4/bw7.1/hpQ5
selfish,166160,166161,126,6,7.1,0.3070497535774244,vcD2/deg6/bw7.1/hpQ2
selfish,160437,160438,685,4,20.9,0.3509947337216052,vcD7/deg4/bw20.9/hpQ3
selfish,112846,112847,297,4,87.4,0.4071129309119736,vcD3/deg4/bw87.4/hpQ4
selfish,125959,125960,716,4,125.0,0.2892063661005389,vcD8/deg4/bw125.0/hpQ2
selfish,106400,106401,869,3,20.9,0.3857676334163057,vcD9/deg3/bw20.9/hpQ4
selfish,40619,40620,50,3,42.7,0.2461140406262255,vcD1/deg3/bw42.7/hpQ1
selfish,133604,133605,851,6,42.7,0.4995762557070848,vcD9/deg6/bw42.7/hpQ5
selfish,39162,39163,219,5,7.1,0.4714045721788255,vcD3/deg5/bw7.1/hpQ5
selfish,184831,184832,571,6,87.4,0.4495856593533723,vcD6/deg6/bw87.4/hpQ5
selfish,124784,124785,544,6,61.0,0.4024582743628092,vcD6/deg6/bw61.0/hpQ4
selfish,129686,129687,73,8,42.7,0.3108669576156866,vcD1/deg8/bw42.7/hpQ2
selfish,194000,194001,491,6,5.0,0.3857676334163057,vcD5/deg6/bw5.0/hpQ4
selfish,89588,89589,396,7,29.9,0.2129379249701362,vcD4/deg7/bw29.9/hpQ1
selfish,103656,103657,429,4,42.7,0.2281547978409189,vcD5/deg4/bw42.7/hpQ1
selfish,211167,211168,664,5,7.1,0.3706046305857265,vcD7/deg5/bw7.1/hpQ3
selfish,196422,196423,88,4,20.9,0.3494898166749496,vcD1/deg4/bw20.9/hpQ3
selfish,83532,83533,782,2,29.9,0.2594311744995365,vcD8/deg2/bw29.9/hpQ1
selfish,16537,16538,208,7,29.9,0.3509947337216052,vcD2/deg7/bw29.9/hpQ3
selfish,196780,196781,88,4,61.0,0.2269416996374781,vcD1/deg4/bw61.0/hpQ1
selfish,108958,108959,776,4,125.0,0.2977847312437251,vcD8/deg4/bw125.0/hpQ2
selfish,208067,208068,512,4,5.0,0.3706046305857265,vcD6/deg4/bw5.0/hpQ3
selfish,65634,65635,488,5,42.7,0.444752781116749,vcD5/deg5/bw42.7/hpQ5
selfish,149185,149186,408,6,7.1,0.4461023732799478,vcD4/deg6/bw7.1/hpQ5
selfish,42653,42654,811,5,42.7,0.3585232711576509,vcD9/deg5/bw42.7/hpQ3
selfish,225959,225960,965,5,125.0,0.2892063661005389,vcD10/deg5/bw125.0/hpQ2
selfish,177087,177088,147,5,5.0,0.4229568538429628,vcD2/deg5/bw5.0/hpQ4
selfish,163733,163734,851,5,61.0,0.4113840234518945,vcD9/deg5/bw61.0/hpQ4
selfish,138143,138144,472,7,7.1,0.3297294244236074,vcD5/deg7/bw7.1/hpQ3
selfish,225521,225522,965,5,29.9,0.24260325729568,vcD10/deg5/bw29.9/hpQ1
selfish,238117,238118,629,6,7.1,0.2312345941585266,vcD7/deg6/bw7.1/hpQ1
selfish,234511,234512,138,8,29.9,0.3985108847427614,vcD2/deg8/bw29.9/hpQ4
selfish,199120,199121,358,3,7.1,0.2397567210258474,vcD4/deg3/bw7.1/hpQ1
selfish,148872,148873,501,2,87.4,0.2631399047202775,vcD5/deg2/bw87.4/hpQ2
selfish,53542,53543,245,5,29.9,0.3733963553970497,vcD3/deg5/bw29.9/hpQ3
selfish,127868,127869,434,6,87.4,0.2070972729458678,vcD5/deg6/bw87.4/hpQ1
selfish,105554,105555,423,3,29.9,0.3277016708096898,vcD5/deg3/bw29.9/hpQ3
selfish,34402,34403,816,3,20.9,0.405342196225377,vcD9/deg3/bw20.9/hpQ4
selfish,228005,228006,271,4,5.0,0.4911132375299709,vcD3/deg4/bw5.0/hpQ5
selfish,21468,21469,213,6,20.9,0.2070972729458678,vcD2/deg6/bw20.9/hpQ1
selfish,60647,60648,879,5,42.7,0.2114807290736435,vcD9/deg5/bw42.7/hpQ1
selfish,133111,133112,851,6,7.1,0.3985108847427614,vcD9/deg6/bw7.1/hpQ4
selfish,92484,92485,162,6,20.9,0.4024582743628092,vcD2/deg6/bw20.9/hpQ4
selfish,108269,108270,776,4,10.2,0.4344347691369841,vcD8/deg4/bw10.2/hpQ4
selfish,26022,26023,469,5,5.0,0.3494898166749496,vcD5/deg5/bw5.0/hpQ3
selfish,227064,227065,793,6,5.0,0.3439678088500045,vcD8/deg6/bw5.0/hpQ3
selfish,28517,28518,939,2,29.9,0.2312345941585266,vcD10/deg2/bw29.9/hpQ1
selfish,152942,152943,909,5,125.0,0.3733963553970497,vcD10/deg5/bw125.0/hpQ3
selfish,7951,7952,564,3,125.0,0.3898718220747056,vcD6/deg3/bw125.0/hpQ4
selfish,42755,42756,811,5,61.0,0.4768512858671266,vcD9/deg5/bw61.0/hpQ5
selfish,113633,113634,236,3,42.7,0.4113840234518945,vcD3/deg3/bw42.7/hpQ4
selfish,143115,143116,658,3,7.1,0.4208942434349683,vcD7/deg3/bw7.1/hpQ4
selfish,68605,68606,399,7,42.7,0.4911132375299709,vcD4/deg7/bw42.7/hpQ5
selfish,248529,248530,306,6,29.9,0.2039812783100412,vcD3/deg6/bw29.9/hpQ1
selfish,146130,146131,829,7,7.1,0.2689147210983604,vcD9/deg7/bw7.1/hpQ2
selfish,207445,207446,319,6,20.9,0.4184444837622084,vcD4/deg6/bw20.9/hpQ4
selfish,222647,222648,558,7,42.7,0.2114807290736435,vcD6/deg7/bw42.7/hpQ1
selfish,152715,152716,909,5,61.0,0.4208942434349683,vcD10/deg5/bw61.0/hpQ4
selfish,194889,194890,491,6,87.4,0.3196298037016608,vcD5/deg6/bw87.4/hpQ2
selfish,42451,42452,811,5,20.9,0.3898718220747056,vcD9/deg5/bw20.9/hpQ4
selfish,161719,161720,915,3,61.0,0.2461140406262255,vcD10/deg3/bw61.0/hpQ1
selfish,187923,187924,174,3,125.0,0.4574864654719545,vcD2/deg3/bw125.0/hpQ5
selfish,145402,145403,315,7,20.9,0.405342196225377,vcD4/deg7/bw20.9/hpQ4
selfish,190004,190005,187,2,5.0,0.4995762557070848,vcD2/deg2/bw5.0/hpQ5
selfish,248774,248775,306,6,61.0,0.2525545317138812,vcD3/deg6/bw61.0/hpQ1
selfish,159465,159466,624,3,20.9,0.4409284566649496,vcD7/deg3/bw20.9/hpQ5
